vnr,Pname,dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE,ATC
33787,"Tamoxifen ""Mylan""",tabletter,20 mg,10 x 100 stk.,28101255986,20,MG,1000,L02BA01
33789,Avipro IB H 120,lyofilisat til suspension,,10 x 2500 doser,28100668675,,,25000,QI01AD07
33811,"Tamoxifen ""NM""",tabletter,40 mg,10 x 100 stk.,28101269986,40,MG,1000,L02BA01
33829,Zocor,filmovertrukne tabletter,10 mg,84 stk. (blister),28103043398,10,MG,84,C10AA01
33833,"Fluconazol ""KRKA""","kapsler, hårde",50 mg,98 stk.,28103781405,50,MG,98,J02AC01
33838,Gardasil,"injektionsvæske, suspension",20+40+40+20 mikrog.,"0,5 ml + 2 nåle (Orifarm)",28103884205,,,0.5,J07BM01
33851,Aromasin,overtrukne tabletter,25 mg,30 stk. (blister),28103844605,25,MG,30,L02BG06
33861,Aromasin,overtrukne tabletter,25 mg,105 stk. (blister),28103844605,25,MG,105,L02BG06
33870,Fortzaar,filmovertrukne tabletter,100 + 25 mg,98 stk. (blister),28103845705,,,98,C09DA01
33884,Prezista,filmovertrukne tabletter,400 mg,60 stk.,28104472609,400,MG,60,J05AE10
33886,Insulin Insulatard,injektionsvæske,40 I.E./ML,1 htgl. a 10 ml,28100190556,40,IUM,10,A10AC03
33888,Daivobet,salve,50+500 mikrogram/g,60 g,28103841905,,,60,D05AX52
33894,Noromox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,1 x 250 ml,28101359089,150,MGM,250,QJ01CA04
33895,Prezista,filmovertrukne tabletter,600 mg,60 stk.,28104472709,600,MG,60,J05AE10
33897,Daivobet,salve,50+500 mikrogram/g,120 g,28103841905,0,,120,D05AX52
33902,Noromox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,12 x 250 ml,28101359089,150,MGM,3000,QJ01CA04
33910,Insulin Insulatard,injektionsvæske,40 I.E./ML,5 htgl. a 10 ml,28100190556,40,IUM,50,A10AC03
33918,Stelara,"injektionsvæske, opløsning","45 mg/0,5 ml",1 stk,28104271707,45,MG,1,L04AC05
33924,Crestor,filmovertrukne tabletter,10 mg,100 stk. (blister),28103757104,10,MG,100,C10AA07
33928,Insulin Mixtard 30/70,injektionsvæske,40 I.E./ML,1 htgl. a 10 ml,28100688075,40,IUM,10,A10AD03
33940,"Nebivolol ""Portfarma""",tabletter,5 mg,28 stk. (blister),28104250307,5,MG,28,C07AB12
33944,Insulin Mixtard 30/70,injektionsvæske,40 I.E./ML,5 htgl. a 10 ml,28100688075,40,IUM,50,A10AD03
33966,Xamiol,gel,"50 mikrog/g+0,5 mg/g",60 g (2 x 30),28105033412,0,,60,D05AX52
33970,"Lisinopril ""Alpharma""",tabletter,5 mg,30 stk. (blister),28103184500,5,MG,30,C09AA03
33971,Evicel,vævsklæber,,1 ml,28104205407,,,1,B02BC30
33977,Livostin,øjendråber,"0,5 mg/ml",4 ml,,,,,S01GX02
33979,"Lisinopril ""Alpharma""",tabletter,5 mg,100 stk. (blister),28103184500,5,MG,100,C09AA03
33982,Evicel,vævsklæber,,2 ml,28104205407,,,2,B02BC30
33983,"Montelukast ""Accord Healthcare""",filmovertrukne tabletter,10 mg,98 stk. (blister),28104765310,10,MG,98,R03DC03
33985,Beriglobin,"injektionsvæske, opløsning",160 mg/ml,10 x (1 amp. a 5 ml),28100524267,160,MGM,50,J06BA01
33988,"Lisinopril ""Alpharma""",tabletter,10 mg,30 stk. (blister),28103184600,10,MG,30,C09AA03
33993,Ampivet Vet.,"pulver til injektionsvæske, suspension",5 g,25 htgl. + solvens,28100909776,5,G,25,QJ01CA01
33994,Evicel,vævsklæber,,5 ml,28104205407,,,5,B02BC30
33997,"Lisinopril ""Alpharma""",tabletter,10 mg,100 stk. (blister),28103184600,10,MG,100,C09AA03
34000,Prac-tic,"spot-on, opløsning","137,5 mg",3 stk.,28103805805,137.5,MG,3,QP53AX26
34009,Ampivet Vet.,"pulver til injektionsvæske, suspension",5 g,50 htgl.,28100909776,5,G,50,QJ01CA01
34015,"Lisinopril ""Alpharma""",tabletter,20 mg,100 stk. (blister),28103184700,20,MG,100,C09AA03
34017,Trental,depottabletter,400 mg,100 stk. (blister),28103085099,400,MG,100,C04AD03
34024,"Glimepirid ""Alpharma""",tabletter,2 mg,90 stk. (blister),28103818205,2,MG,90,A10BB12
34027,Vesicare,filmovertrukne tabletter,5 mg,90 stk. (blister),28104495209,5,MG,90,G04BD08
34033,Baytril Vet.,tabletter,50 mg,10 stk.,28101348388,50,MG,10,QJ01MA90
34034,"Glimepirid ""Alpharma""",tabletter,3 mg,90 stk. (blister),28103818305,3,MG,90,A10BB12
34038,Vesicare,filmovertrukne tabletter,5 mg,30 stk. (blister),28104495209,5,MG,30,G04BD08
34058,Zestril,tabletter,5 mg,28 stk.,28101290787,5,MG,28,C09AA03
34088,"Verapamil ""HEXAL""",depottabletter,240 mg,30 stk. (blister),28103543503,240,MG,30,C08DA01
34090,"Pindolol ""Mylan""",tabletter,5 mg,10 x 100 stk.,28101293187,5,MG,1000,C07AA03
34097,"Verapamil ""HEXAL""",depottabletter,240 mg,100 stk. (blister),28103543503,240,MG,100,C08DA01
34105,"Vancomycin ""Xellia""","kapsler, hårde",125 mg,28,28101666594,125,MG,,A07AA09
34106,"Verapamil ""HEXAL""",filmovertrukne tabletter,40 mg,100 stk. (blister),28103541903,40,MG,100,C08DA01
34108,"Nifedipin ""NM""",kapsler,10 mg,10 x 100 stk.,28101284386,10,MG,1000,C08CA05
34115,"Verapamil ""HEXAL""",filmovertrukne tabletter,40 mg,250 stk. (blister),28103541903,40,MG,250,C08DA01
34116,Sofradex,øjen- og øredråber,,10 ml,28101812496,,,10,S03CA01
34117,"Vancomycin ""Xellia""","kapsler, hårde",250 mg,28,28101666694,250,MG,,A07AA09
34125,"Verapamil ""HEXAL""",filmovertrukne tabletter,80 mg,100 stk. (blister),28103542003,80,MG,100,C08DA01
34134,"Verapamil ""HEXAL""",filmovertrukne tabletter,80 mg,250 stk. (dåse),28103542003,80,MG,250,C08DA01
34143,"Verapamil ""HEXAL""",filmovertrukne tabletter,120 mg,30 stk. (blister),28103542103,120,MG,30,C08DA01
34152,"Verapamil ""HEXAL""",filmovertrukne tabletter,120 mg,100 stk. (blister),28103542103,120,MG,100,C08DA01
34161,"Verapamil ""HEXAL""",filmovertrukne tabletter,120 mg,250 stk. (blister),28103542103,120,MG,250,C08DA01
34165,"Nifedipin ""NM""",filmovertrukne tabletter,20 mg,10 x 100 stk.,28101284886,20,MG,1000,C08CA05
34170,"Lansoprazol ""Mylan""","enterokapsler, hårde",15 mg,56 stk.,28103712104,15,MG,56,A02BC03
34174,Seroquel XR,depottabletter,50 mg,100 stk. (blister),28104461609,50,MG,100,N05AH04
34184,Meropur,"pulver og solvens til injektionsvæske, opløsning",600 IE,1 htgl. + 9 engangssprøjter,28105279813,600,IU,1,G03GA02
34185,Seroquel XR,depottabletter,300 mg,100 stk. (blister),28104461709,300,MG,100,N05AH04
34196,"Vancomycin ""Xellia""","pulver til infusionsvæske, opløsning",500 mg,1 htgl.,28101781695,500,MG,1,J01XA01
34199,"Karbamazepin ""NM""",tabletter,200 mg,5 x 200 stk.,28101232885,200,MG,1000,N03AF01
34208,"Vancomycin ""Xellia""","pulver til infusionsvæske, opløsning",1000 mg,1 htgl.,28101781795,1000,MG,1,J01XA01
34219,"Pantoprazol ""Actavis""",enterotabletter,20 mg,14 stk. (blister),28104069407,20,MG,14,A02BC02
34230,"Pantoprazol ""Actavis""",enterotabletter,20 mg,100 stk. (blister),28104069407,20,MG,100,A02BC02
34231,Zestril,tabletter,5 mg,98 stk.,28101290787,5,MG,98,C09AA03
34241,"Pantoprazol ""Actavis""",enterotabletter,40 mg,14 stk. (blister),28104069507,40,MG,14,A02BC02
34253,"Pantoprazol ""Actavis""",enterotabletter,40 mg,100 stk. (blister),28104069507,40,MG,100,A02BC02
34264,"Flunitrazepam ""Mylan""",tabletter,"0,5 mg",1000 stk. (10x100),28101347488,0.5,MG,1000,N05CD03
34292,Prestarium Neo,filmovertrukne tabletter,5 mg,30 stk.,28104535809,5,MG,30,C09AA04
34302,Januvia,filmovertrukne tabletter,25 mg,56 stk. (blister) (Paranova),28103918906,25,MG,56,A10BH01
34306,Navoban,"injektions-/infusionsvæske, opløsning",1 mg/ml,1 x 5 ml,28101432791,1,MGM,5,A04AA03
34314,Mini-Pe,tabletter,"0,35 mg",3 x 28 stk.,28101594194,0.35,MG,84,G03AC01
34317,"Olanzapin ""Orifarm""",filmovertrukne tabletter,10 mg,56 stk. (blister),28104497709,10,MG,56,N05AH03
34322,Zestril,tabletter,10 mg,28 stk.,28101322488,10,MG,28,C09AA03
34325,Buscopan,overtrukne tabletter,10 mg,20 stk. (blister),28100122055,10,MG,20,A03BB01
34330,Clomivid,tabletter,50 mg,5 stk. (blister),28100535968,50,MG,5,G03GB02
34348,Zestril,tabletter,10 mg,98 stk.,28101322488,10,MG,98,C09AA03
34363,Curamox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,1 htgl. x 100 ml,28101514792,150,MGM,100,QJ01CA04
34371,Zestril,tabletter,20 mg,28 stk.,28101290887,20,MG,28,C09AA03
34389,Curamox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,6 x 100 ml,28101514792,150,MGM,600,QJ01CA04
34397,Curamox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,24 x 100 ml,28101514792,150,MGM,2400,QJ01CA04
34401,Privigen,"infusionsvæske, opløsning",100 mg/ml,25 ml,28104104607,100,MGM,25,J06BA02
34405,Zestril,tabletter,20 mg,98 stk.,28101290887,20,MG,98,C09AA03
34413,Curamox Prolongatum Vet.,"injektionsvæske, suspension",150 mg/ml,48 x 100 ml,28101514792,150,MGM,4800,QJ01CA04
34423,Ixiaro,"injektionsvæske, suspension",6 mikrogram,"0,5 ml",28104285108,6,RG,0.5,J07BA02
34435,Zyprexa,overtrukne tabletter,"2,5 mg",28 stk. (blister) (Pharmacodane),28101783595,2.5,MG,28,N05AH03
34439,Trovan,filmovertrukne tabletter,200 mg,5 stk. (blister),28101861696,200,MG,5,J01MA13
34454,"Flunitrazepam ""Mylan""",tabletter,"0,5 mg",50 stk.,28101347488,0.5,MG,50,N05CD03
34461,Spirocort,"inhalationsspray, suspension",100 mikg/dosis,120 doser,28101291987,100,RGD,120,R03BA02
34462,"Indometacin ""NM""",kapsler,25 mg,5 x 100 stk.,28101294787,25,MG,500,M01AB01
34468,Efient,filmovertrukne tabletter,5 mg,28 stk. (blister),28104280108,5,MG,28,B01AC22
34471,Spirocort,"inhalationsspray, suspension",200 mikg/dosis,120 doser,28101098782,200,RGD,120,R03BA02
34479,Efient,filmovertrukne tabletter,10 mg,28 stk. (blister),28104280208,10,MG,28,B01AC22
34488,Forene,inhalationsdamp,,6 x 100 ml,28101102082,,,600,N01AB06
34494,Dexdor,"koncentrat til infusionsvæske, opløsning",100 mikrogram/ml,4 x 10 ml,28104789810,100,RGM,40,N05CM18
34496,Requip,filmovertrukne tabletter,"0,25 mg",21 stk. (blister),28101836696,0.25,MG,21,N04BC04
34498,Asasantin Retard,"depotkapsler, hårde",200 + 25 mg,60 stk.,28103850705,,,60,B01AC30
34525,"Glimepirid ""KRKA""",tabletter,3 mg,90 stk. (blister),28103817405,3,MG,90,A10BB12
34534,"Glimepirid ""KRKA""",tabletter,4 mg,90 stk. (blister),28103817505,4,MG,90,A10BB12
34538,Requip,filmovertrukne tabletter,"0,25 mg",84 stk.,28101836696,0.25,MG,84,N04BC04
34543,"Glimepirid ""KRKA""",tabletter,1 mg,30 stk. (blister),28103817205,1,MG,30,A10BB12
34546,Forene,inhalationsdamp,,24 x 100 ml,28101102082,,,2400,N01AB06
34552,"Glimepirid ""KRKA""",tabletter,1 mg,90 stk. (blister),28103817205,1,MG,90,A10BB12
34553,Dantrium,kapsler,25 mg,100 stk.,28100980078,25,MG,100,M03CA01
34562,"Glimepirid ""KRKA""",tabletter,2 mg,90 stk. (blister),28103817305,2,MG,90,A10BB12
34567,"Montelukast ""Sandoz""",tyggetabletter,4 mg,100 stk. (blister),28104424508,4,MG,100,R03DC03
34579,Trovan,filmovertrukne tabletter,200 mg,7 stk. (blister),28101861696,200,MG,7,J01MA13
34589,Panodil Retard,depottabletter,500 mg,300 stk.,28103044498,500,MG,300,N02BE01
34595,"Ibuprofen ""Mylan""",filmovertrukne tabletter,400 mg,10 x 100 stk.,28101223085,400,MG,1000,M01AE01
34598,Nexium,enterotabletter,20 mg,56 stk. (blister),28103650104,20,MG,56,A02BC05
34602,Granupas,enterogranulat,4 g,30 stk.,28105071712,4,G,30,J04AA01
34604,Zofran-Zydis,smeltetabletter,4 mg,10 stk. (blister),28104450108,4,MG,10,A04AA01
34607,Nexium,enterotabletter,20 mg,112 stk. (blister),28103650104,20,MG,112,A02BC05
34608,Tolcox,oral suspension,50 mg/ml,250 ml,28105161812,50,MGM,250,QP51AJ01
34626,Benestan,filmovertrukne tabletter,"2,5 mg",90 stk. (blister),28104449608,2.5,MG,90,G04CA01
34652,Mixobar Colon,"oral suspension og rektalvæske, suspension",1 g/ml,6 x 1 liter,28101326888,1,GML,6000,V08BA01
34660,"Ibuprofen ""Mylan""",filmovertrukne tabletter,600 mg,10 x 100 stk.,28101263586,600,MG,1000,M01AE01
34686,Kerlon,tabletter,20 mg,98 stk.,28101109082,20,MG,98,C07AB05
34692,Norprolac,tabletter,75 mikrogram,30 stk. (blister),28104964911,75,RG,30,G02CB04
34702,"Verapamil ""Mylan""",filmovertrukne tabletter,40 mg,10 x 100 stk.,28101285586,40,MG,1000,C08DA01
34725,Panodil Retard,depottabletter,500 mg,100 stk.,28103044498,500,MG,100,N02BE01
34731,Diprofos Depot,"injektionsvæske, suspension",7 mg/ml,25 x 2 ml,28104732010,7,MGM,50,H02AB01
34751,Beconase,"næsespray, suspension",50 mikg/dosis,200 doser,28104827011,50,RGD,200,R01AD01
34769,"Verapamil ""Mylan""",filmovertrukne tabletter,80 mg,10 x 100 stk.,28101285686,80,MG,1000,C08DA01
34785,Dinolytic Vet.,"injektionsvæske, opløsning",5 mg/ml,25 htgl. a 10 ml,28100689776,5,MGM,250,QG02AD01
34802,Therios,tabletter,750 mg,200 stk. (blister),28104560509,750,MG,200,QJ01DB01
34819,"Verapamil ""Mylan""",filmovertrukne tabletter,120 mg,10 x 100 stk.,28101285786,120,MG,1000,C08DA01
34850,Myambutol,tabletter,400 mg,100 stk. (blister),28101818896,400,MG,100,J04AK02
34868,Pentasa,depottabletter,500 mg,200 stk.,28101365589,500,MG,200,A07EC02
34899,HBVAXPRO,"injektionsvæske, suspension","5 mikrogram/0,5 ml",1 stk.,28103201300,,,1,J07BC01
34919,Sustiva,filmovertrukne tabletter,600 mg,30 stk. (blister) (Orifarm),28103275401,600,MG,30,J05AG03
34932,"Glimepirid ""Mylan""",tabletter,1 mg,90 stk.,28103819705,1,MG,90,A10BB12
34934,Voltaren Ophtha,"øjendråber, enkeltdosisbeholder",1 mg/ml,"20 x 0,3 ml",28101528292,1,MGM,6,S01BC03
34941,"Glimepirid ""Mylan""",tabletter,2 mg,90 stk.,28103819805,2,MG,90,A10BB12
34950,"Glimepirid ""Mylan""",tabletter,3 mg,90 stk.,28103819905,3,MG,90,A10BB12
34960,"Glimepirid ""Mylan""",tabletter,4 mg,90 stk.,28103820005,4,MG,90,A10BB12
34983,Voltaren Ophtha,"øjendråber, enkeltdosisbeholder",1 mg/ml,"40 x 0,3 ml",28101528292,1,MGM,12,S01BC03
34988,Rebif,"injektionsvæske, opløsning","44 mikg /0,5 ml","4 x 1,5 ml",28101840096,88,RGM,6,L03AB07
34991,Securopen,injektionssubstans,1 G,5x1 g (tørstof + sterilt vand),28101079281,1,G,,J01CA09
35024,"Protaminsulfat ""LEO Pharma""","injektions-/infusionsvæske, opløsning",10 mg/ml,5 x 5 ml,28103895406,10,MGM,25,V03AB14
35055,Vi-siblin,granulat,610 mg/g,250 g,28100994578,610,MGG,250,A06AC01
35064,"Losartankalium ""Actavis""",filmovertrukne tabletter,100 mg,100 stk.,28103857805,100,MG,100,C09CA01
35071,Trovan,filmovertrukne tabletter,200 mg,100 stk. (blister),28101861696,200,MG,100,J01MA13
35089,Trovan,"koncentrat til infusionsvæske, opløsning",5 mg/ml,40 ml,28101864096,5,MGM,40,J01MA13
35105,Trovan,"koncentrat til infusionsvæske, opløsning",5 mg/ml,60 ml,28101864096,5,MGM,60,J01MA13
35119,Avipro IB H 120,lyofilisat til suspension,,10 x 1000 doser,28100668675,,,10000,QI01AD07
35132,"Fluconazol ""B. Braun""","infusionsvæske, opløsning",2 mg/ml,10 x 200 ml,28104184407,2,MGM,2000,J02AC01
35134,Eliquis,filmovertrukne tabletter,5 mg,14 stk. (blister),28105006711,5,MG,14,B01AF02
35153,Instanyl,"næsespray, opløsning",50 mikrogram,6 stk.,28104680510,50,RG,6,N02AB03
35154,Topimax,filmovertrukne tabletter,25 mg,60 stk.,28101726794,25,MG,60,N03AX11
35163,"Atorvastatin ""Stada""",filmovertrukne tabletter,10 mg,100 stk. (blister),28104583109,10,MG,100,C10AA05
35170,Topimax,filmovertrukne tabletter,50 mg,60 stk.,28101726894,50,MG,60,N03AX11
35203,Defitelio,"koncentrat til infusionsvæske, opløsning",80 mg/ml,"10 x 2,5 ml",28104921111,80,MGM,25,B01AX01
35212,Pentasa,depottabletter,500 mg,3 x 100 stk. (blister),28101365589,500,MG,300,A07EC02
35233,Benetor,filmovertrukne tabletter,10 mg,28 stk. (blister),28103453202,10,MG,28,C09CA08
35238,Methotrexate,tabletter,"2,5 mg",50 stk.,,,,,L04AX03
35242,Benetor,filmovertrukne tabletter,10 mg,98 stk. (blister),28103453202,10,MG,98,C09CA08
35251,Benetor,filmovertrukne tabletter,20 mg,28 stk. (blister),28103453302,20,MG,28,C09CA08
35260,Benetor,filmovertrukne tabletter,20 mg,98 stk. (blister),28103453302,20,MG,98,C09CA08
35261,Soriflor,creme,"0,5 mg/g",100 g,28101070281,0.5,MGG,100,D07AC10
35269,Benetor,filmovertrukne tabletter,40 mg,28 stk. (blister),28103453402,40,MG,28,C09CA08
35278,Benetor,filmovertrukne tabletter,40 mg,98 stk. (blister),28103453402,40,MG,98,C09CA08
35297,Zeldox,"kapsler, hårde",40 mg,56 stk (blister),28103777105,40,MG,56,N05AE04
35315,"Lansoprazol ""Stada""","enterokapsler, hårde",15 mg,56 stk. (blister),28103781205,15,MG,56,A02BC03
35324,"Lansoprazol ""Stada""","enterokapsler, hårde",15 mg,98 stk. (blister),28103781205,15,MG,98,A02BC03
35332,Maxalt Lingua,smeltetabletter,5 mg,6 stk. (blister),28104889911,5,MG,6,N02CC04
35345,Konakion,injektionsvæske,2 mg/ml,"25 amp. a 0,5 ml",28101019159,2,MGM,12.5,B02BA01
35358,"Metoprololsuccinat ""Teva""",depottabletter,25 mg,30 stk. (blister),28104280708,25,MG,30,C07AB02
35369,"Metoprololsuccinat ""Teva""",depottabletter,25 mg,100 stk. (blister),28104280708,25,MG,100,C07AB02
35378,Konakion,tabletter,10 mg,10 stk.,28100289559,10,MG,10,B02BA01
35379,Ionsys,transdermalt system,40 mikrogram/dosis,80 doser,28103698004,40,RGD,80,N02AB03
35386,Konakion,tabletter,10 mg,100 stk.,28100289559,10,MG,100,B02BA01
35394,Konakion,dråber,2%,"Dråbefl. a 2,5 ml",28100180556,2,PC,2.5,B02BA01
35397,Striant,"resoribletter, slimhindeklæbende",30 mg,60 stk. (6x10) (blister),28103684504,30,MG,60,G03BA03
35433,Aggrenox,"depotkapsler, hårde",200 + 25 mg,60 stk.,28103845205,,,60,B01AC30
35451,Soriflor,salve,"0,5 mg/g",20 g,28101070381,0.5,MGG,20,D07AC10
35469,Soriflor,salve,"0,5 mg/g",Tube a 100 g,28101070381,0.5,MGG,100,D07AC10
35472,"Aciclovir ""Copharma""",tabletter,400 mg,70 stk. (blister),28105369214,400,MG,70,J05AB01
35477,Promon Vet.,"injektionsvæske, suspension",50 mg/ml,Htgl. a 5 ml,28100990078,50,MGM,5,QG03DA02
35485,"Methotrexate ""Orifarm""",tabletter,"2,5 mg",100 stk. (2 x 50),28101818796,2.5,MG,100,L04AX03
35542,Macugen,"injektionsvæske, opløsning","0,3 mg",1 stk.,28103726604,0.3,MG,1,S01LA03
35575,"Irbesartan/Hydrochlorothiazide ""Sandoz""",filmovertrukne tabletter,300+25 mg,100 stk. (blister),28104418508,0,,100,C09DA04
35584,Antepsin,oral suspension,200 mg/ml,600 ml (plastflaske),28101293487,200,MGM,600,A02BX02
35605,Cymbalta,"enterokapsler, hårde",30 mg,7 stk,28103594003,30,MG,7,N06AX21
35618,Lactobyl,tabletter,,100 stk.,28100153555,,,100,A06AB30
35634,"Atenolol ""Mylan""",filmovertrukne tabletter,50 mg,10 x 98 stk.,28101266386,50,MG,980,C07AB03
35675,Intralipid,"infusionsvæske, emulsion",10%,12 x 500 ml,28100389461,10,PC,6000,B05BA02
35683,Spirocort Turbuhaler,inhalationspulver,400 mikg/dosis,100 doser,28101339688,400,RGD,100,R03BA02
35688,Microtrast,oral pasta,70 %,150 g,28100853284,70,PC,150,V08BA02
35699,Apydan,tabletter,600 mg,100 stk. (blister),28104425108,600,MG,100,N03AF02
35715,"Paricalcitol ""Fresenius""","injektionsvæske, opløsning",5 mikrogram/ml,5 x 1 ml,28104734810,5,RGM,5,H05BX02
35721,Apydan,tabletter,300 mg,100 stk. (blister),28104425008,300,MG,100,N03AF02
35722,"Sumatriptan ""Bluefish""",tabletter,50 mg,18 stk. (blister),28104078307,50,MG,18,N02CC01
35745,Zyprexa,overtrukne tabletter,15 mg,28 stk. (blister)(EuroPharmaDK),28103130599,15,MG,28,N05AH03
35756,Zyprexa,overtrukne tabletter,20 mg,28 stk. (blister) (EuroPharmaDK),28103130699,20,MG,28,N05AH03
35767,Ikorel,tabletter,20 mg,60 stk. (blister),28104442208,20,MG,60,C01DX16
35782,"Atenolol ""Mylan""",filmovertrukne tabletter,100 mg,10 x 98 stk.,28101266486,100,MG,980,C07AB03
35790,Diprolen,salve,"0,5 mg/g",Tube a 20 g,28101100782,0.5,MGG,20,D07AC01
35808,Diprolen,salve,"0,5 mg/g",Tube a 50 g,28101100782,0.5,MGG,50,D07AC01
35832,Intralipid,"infusionsvæske, emulsion",20%,12 x 500 ml,28100413062,20,PC,6000,B05BA02
35840,Lanoxin,mikstur,50 mikg/ml,Pipettefl. a 60 ml.,28100349660,50,RGM,60,C01AA05
35869,Rilast Forte Turbuhaler,inhalationspulver,9+320 mikrog./dosis,60 doser,28103817805,,,60,R03AK07
35873,Isoptin,tabletter,80 mg,100 stk.,28100630473,80,MG,100,C08DA01
35887,Ratacand Plus,tabletter,"16 + 12,5 mg",28 stk. (blister),28103851405,,,28,C09DA06
35896,Ratacand Plus,tabletter,"16 + 12,5 mg",98 stk. (blister),28103851405,,,98,C09DA06
35899,Nicorette Orange,medicinsk tyggegummi,2 mg,210 stk. (blister),28101713894,2,MG,210,N07BA01
35904,Coversyl Arginine Plus,filmovertrukne tabletter,"5+1,25 mg",30 stk.,28104348908,,,30,C09BA04
35905,Amias,tabletter,4 mg,28 stk. (blister),28103849805,4,MG,28,C09CA06
35914,Amias,tabletter,4 mg,98 stk. (blister),28103849805,4,MG,98,C09CA06
35916,Alvegesic,"injektionsvæske, opløsning",10 mg/ml,1 x 10 ml,28103827005,10,MGM,10,QN02AF01
35924,Amias,tabletter,8 mg,28 stk. (blister),28103849905,8,MG,28,C09CA06
35933,Amias,tabletter,8 mg,98 stk. (blister),28103849905,8,MG,98,C09CA06
35942,Amias,tabletter,16 mg,28 stk. (blister),28103850005,16,MG,28,C09CA06
35950,Requip XL,depottabletter,4 mg,84 stk. (blister),28104444808,4,MG,84,N04BC04
35951,Amias,tabletter,16 mg,98 stk. (blister),28103850005,16,MG,98,C09CA06
35956,Bactrim,injektionsvæske,,10 amp. a 3 ml,28100918377,,,30,J01EE01
35960,Amias,tabletter,32 mg,28 stk. (blister),28103850105,32,MG,28,C09CA06
35961,Requip XL,depottabletter,8 mg,84 stk. (blister),28104444908,8,MG,84,N04BC04
35969,Amias,tabletter,32 mg,98 stk. (blister),28103850105,32,MG,98,C09CA06
36029,Medikinet EM,"kapsler med modificeret udløsning, hårde",10 mg,30 stk. (blister),28105305113,10,MG,30,N06BA04
36034,Symbicort Mite Turbuhaler,inhalationspulver,"4,5+ 80 mikrog/dosis",120 doser,28104703810,,,120,R03AK07
36062,Renvela,filmovertrukne tabletter,800 mg,180 stk.,28104321908,800,MG,180,V03AE02
36073,Renvela,pulver til oral suspension,"2,4 g",90 stk.,28104322108,2.4,G,90,V03AE02
36084,Onsior,tabletter,6 mg,30 stk. (blister),28104085507,6,MG,30,QM01AH91
36103,"Metronidazol ""Actavis""","infusionsvæske, opløsning",5 mg/ml,1000 ml (10x100 ml i flexpose),28101030879,5,MGM,1000,J01XD01
