vnr,Pname,Product name (EN),dosf_LT,Streng,packtext,DRUGID,strnum,strunut,PACKSIZE
31906,Nizoral,Nizoral,creme,2%,30 g,28101889097,"2,000",PC,"30,000"
31909,"Escitalopram ""Abacus Medicine""","Escitalopram ""Abacus Medicine""",filmovertrukne tabletter,10 mg,98 stk. (blister),28103822405,"10,000",MG,"98,000"
31915,"Lisinopril/Hydrochlorthiazid ""Alternova""","Lisinopril / Hydrochlorothiazide ""Alternova""",tabletter,"20+12,5 mg",30 stk. (blister),28103782305,,,"30,000"
31919,Minirinmelt,Minirinmelt,smeltetabletter,120 mikg,30 stk. (blister),28104440308,"120,000",RG,"30,000"
31922,Durbis,Durbis,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,5 amp. a 5 ml,28100984278,"10,000",MGM,"25,000"
31924,"Lisinopril/Hydrochlorthiazid ""Alternova""","Lisinopril / Hydrochlorothiazide ""Alternova""",tabletter,"20+12,5 mg",100 stk. (blister),28103782305,,,"100,000"
31930,Nizoral,Nizoral,shampoo,2%,100 ml,28101889197,"2,000",PC,"100,000"
31942,Glypressin,Glypressin,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",1 mg,5 sÃ¦t,28101805996,"1,000",MG,"5,000"
31948,Octavi,Octavi,injektionssubstans,,1000 i.e.,28101352289,,,"1,000,000"
31951,"Metacam til kvÃ¦g, grise og heste","Metacam for cattle, pigs and horses","injektionsvÃ¦ske, oplÃ¸sning",20 mg/ml,1/12 af: 12 x 50 ml,28103066299,"20,000",MGM,"50,000"
31954,Spiriva Respimat,Spiriva Respimat,"inhalationsvÃ¦ske, oplÃ¸sning","2,5 mikrogram",30 doser (60 pust),28104562409,"2,500",RG,"30,000"
31955,Inotyol,Inotyol,salve,,Tube a 50 g,28100105055,,,"50,000"
31963,Pulmicort,Pulmicort,"inhalationsspray, suspension",200 mikrogram/dosis,100 doser,28101889797,"200,000",RGD,"100,000"
31971,"Sotalol ""Mylan""","Sotalol ""Mylan""",tabletter,160 mg,100 stk.,28101564693,"160,000",MG,"100,000"
31978,"Methotrexate ""Orifarm""","Methotrexate ""Orifarm""",tabletter,"2,5 mg",100 stk.,28101818796,"2,500",MG,"100,000"
31989,Globacillin,Globacillin,tabletter,750 mg,10 stk.,28100544570,"750,000",MG,"10,000"
31997,"Sotalol ""Mylan""","Sotalol ""Mylan""",tabletter,80 mg,100 stk.,28101564593,"80,000",MG,"100,000"
31999,"Amoxicillin/clavuvlansyre ""2care4""","Amoxicillin / clavuvlansyre ""2care4""",filmovertrukne tabletter,500 mg + 125 mg,32 stk. (blister),28104208807,,,"32,000"
32003,Mamyzin Vet.,Mamyzin Vet.,"pulver og solvens til injektionsvÃ¦ske, suspension",10 Mill. IE,10 htgl. + solvens,28101040680,"10,000",MIU,"10,000"
32011,Ridzol Vet.,Ridzol Vet.,"pulver, uoplÃ¸seligt",12%,5x1 kg,28100696376,"12,000",PC,"5,000"
32029,Septopal,Septopal,kÃ¦de til implantation,"4,5 mg",1 kÃ¦de a 30 kugler,28100975678,"4,500",MG,"30,000"
32044,Amlopharm,Amlopharm,tabletter,5 mg,30 stk. (blister),28103576803,"5,000",MG,"30,000"
32045,Triatec,Triatec,tabletter,5 mg,28 stk. (blister),28103042298,"5,000",MG,"28,000"
32053,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, kryogen",100%,175 l,28104267308,"100,000",PV,"175,000"
32055,Amlopharm,Amlopharm,tabletter,5 mg,100 stk. (blister),28103576803,"5,000",MG,"100,000"
32064,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, kryogen",100%,195.11,28104267308,"100,000",PV,
32066,Amlopharm,Amlopharm,tabletter,10 mg,30 stk. (blister),28103576903,"10,000",MG,"30,000"
32078,Abboticin,Abboticin,filmovertrukne tabletter,250 mg,24 stk.,28100157755,"250,000",MG,"24,000"
32079,Amlopharm,Amlopharm,tabletter,10 mg,100 stk. (blister),28103576903,"10,000",MG,"100,000"
32086,Septopal,Septopal,kÃ¦de til implantation,"4,5 mg",5 kÃ¦der a 30 kugler,28100975678,"4,500",MG,"150,000"
32094,Pulmicort,Pulmicort,"inhalationsspray, suspension",200 mikrogram/dosis,200 doser (refill),28101889797,"200,000",RGD,"200,000"
32102,Alk (802) Hvepsegift,Alk (802) wasp venom,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",450.000 sq-u/htgl,1 htgl. + 1 htgl. alk diluent,28101249985,"450,000,000",SQV,"1,000"
32112,Stalevo,Stalevo,filmovertrukne tabletter,"75+18,75+200 mg",30 stk.,28104371808,,,"30,000"
32122,"Medicinsk Dinitrogenoxid ""StrandmÃ¸llen""","Medical Nitrous oxide ""StrandmÃ¸llen""","medicinsk gas, flydende",100%,4 l,28104268308,"100,000",PV,"4,000"
32128,Amoglandin,Amoglandin,injektionsvÃ¦ske,5 MG/ML,10 amp. a 2 ml,28100622072,"5,000",MGM,"20,000"
32134,Singulair Paediatric,Singulair Paediatric,tyggetabletter,4 mg,98 stk. (blister),28104671910,"4,000",MG,"98,000"
32135,Stalevo,Stalevo,filmovertrukne tabletter,"75+18,75+200 mg",130 stk.,28104371808,,,"130,000"
32136,Methergin,Methergin,"injektionsvÃ¦ske, oplÃ¸sning","0,2 mg/ml",5 amp. a 1 ml,28101002855,0.200,MGM,"5,000"
32145,"Medicinsk Dinitrogenoxid ""StrandmÃ¸llen""","Medical Nitrous oxide ""StrandmÃ¸llen""","medicinsk gas, flydende",100%,7,28104268308,"100,000",PV,
32146,Stalevo,Stalevo,filmovertrukne tabletter,"125+31,25+200 mg",30 stk.,28104371908,,,"30,000"
32150,Alvesco,Alvesco,"inhalationsspray, oplÃ¸sning",80 mikrogram/dosis,120 doser,28103707704,"80,000",RGD,"120,000"
32170,Stalevo,Stalevo,filmovertrukne tabletter,"125+31,25+200 mg",130 stk.,28104371908,,,"130,000"
32179,"Medicinsk Dinitrogenoxid ""StrandmÃ¸llen""","Medical Nitrous oxide ""StrandmÃ¸llen""","medicinsk gas, flydende",100%,37,28104268308,"100,000",PV,
32190,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,0.25,28104267408,"100,000",PV,
32193,Rapinovet Vet.,Rapinovet Vet.,"injektionsvÃ¦ske, emulsion",10 mg/ml,1 x 20 ml,28101375189,"10,000",MGM,"20,000"
32202,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,0.5,28104267408,"100,000",PV,
32213,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,0.63,28104267408,"100,000",PV,
32219,Fluanxol Depot,Fluanxol Depot,injektionsvÃ¦ske,20 mg/ml,1 htgl. a 10 ml,28100563969,"20,000",MGM,"10,000"
32222,Dolpac Vet.,Dolpac Vet.,tabletter,"40,06+9,99+10,10 mg",10 stk.,28104121007,,,"10,000"
32223,Alvesco,Alvesco,"inhalationsspray, oplÃ¸sning",160 mikrogram/dosis,120 doser,28103707804,"160,000",RGD,"120,000"
32236,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,4 l,28104267408,"100,000",PV,"4,000"
32237,"Escitalopram ""Teva""","Escitalopram ""Teva""",filmovertrukne tabletter,15 mg,98 stk. (blister),28104290208,"15,000",MG,"98,000"
32243,Geref,Geref,injektionssubstans,50 mikg,1 amp + solvens,28101370789,"50,000",RG,"1,000"
32247,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,1.25,28104267408,"100,000",PV,
32250,Regaine,Regaine,kutanoplÃ¸sning,20 mg/ml,3 x 60 ml,28101279886,"20,000",MGM,"180,000"
32253,"Letrozol ""Teva""","Letrozole ""Teva""",filmovertrukne tabletter,"2,5 mg",100 stk. (blister),28104353308,"2,500",MG,"100,000"
32258,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,2.51,28104267408,"100,000",PV,
32270,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,5.02,28104267408,"100,000",PV,
32281,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,12.44,28104267408,"100,000",PV,
32284,Parvosorb Vet.,Parvosorb Vet.,injektionsvÃ¦ske (vaccine),,49 x 20 ml,28101292787,,,"980,000"
32292,Alk (802) Hvepsegift,Alk (802) wasp venom,oplÃ¸sning til priktest (Soluprick-SQ),(10+100+300) mikg,3 htgl. a 1 ml,28101265886,,,"3,000"
32296,INexium,INexium,enterotabletter,40 mg,28 stk. (blister),28103807205,"40,000",MG,"28,000"
32304,"Medicinsk Oxygen ""StrandmÃ¸llen""","Medical Oxygen ""StrandmÃ¸llen""","medicinsk gas, komprimeret",100%,149.24,28104267408,"100,000",PV,
32305,INexium,INexium,enterotabletter,40 mg,56 stk. (blister),28103807205,"40,000",MG,"56,000"
32314,INexium,INexium,enterotabletter,40 mg,98 stk (blister),28103807205,"40,000",MG,"98,000"
32328,Seroquel XR,Seroquel XR,depottabletter,300 mg,100 stk. (blister),28104443108,"300,000",MG,"100,000"
32351,Seroquel Prolong,Seroquel XR,depottabletter,300 mg,100 stk. (blister),28104444208,"300,000",MG,"100,000"
32360,Esopral,Esopral,enterotabletter,20 mg,14 stk. (blister),28103832005,"20,000",MG,"14,000"
32362,Seroquel Prolong,Seroquel XR,depottabletter,400 mg,100 stk. (blister),28104444308,"400,000",MG,"100,000"
32369,Esopral,Esopral,enterotabletter,20 mg,28 stk. (blister),28103832005,"20,000",MG,"28,000"
32375,Acetard,Acetard,depottabletter,500 mg,100 stk.,28100655074,"500,000",MG,"100,000"
32378,Esopral,Esopral,enterotabletter,20 mg,56 stk. blister),28103832005,"20,000",MG,"56,000"
32384,Mycobac Uno Vet.,Mycobac Uno Vet.,"injektionsvÃ¦ske, suspension","Min. 1,0 ELISA un/ml",100 ml,28104399908,"1,000",EUM,"100,000"
32387,Esopral,Esopral,enterotabletter,20 mg,98 stk. (blister),28103832005,"20,000",MG,"98,000"
32395,Mycobac Uno Vet.,Mycobac Uno Vet.,"injektionsvÃ¦ske, suspension","Min. 1,0 ELISA un/ml",12 x 100 ml,28104399908,"1,000",EUM,"1,200,000"
32396,Memac,Memac,filmovertrukne tabletter,5 mg,28 stk. (blister),28103832205,"5,000",MG,"28,000"
32405,Memac,Memac,filmovertrukne tabletter,5 mg,98 stk. (blister),28103832205,"5,000",MG,"98,000"
32406,Minirinmelt,Minirinmelt,smeltetabletter,60 mikg,100 stk. (blister),28104360008,"60,000",RG,"100,000"
32409,Adesan Mite Vet.,Adesan Mite Vet.,"injektionsvÃ¦ske, oplÃ¸sning",,5 x 100 ml,28101360189,,,"500,000"
32414,Memac,Memac,filmovertrukne tabletter,10 mg,28 stk. (blister),28103832105,"10,000",MG,"28,000"
32418,Minirinmelt,Minirinmelt,smeltetabletter,120 mikg,100 stk. (blister),28104360108,"120,000",RG,"100,000"
32423,Memac,Memac,filmovertrukne tabletter,10 mg,98 stk. (blister),28103832105,"10,000",MG,"98,000"
32442,Esopral,Esopral,enterotabletter,40 mg,28 stk. (blister),28103831905,"40,000",MG,"28,000"
32458,Ronal,Ronal,tabletter,2 mg,50 stk.,28101304487,"2,000",MG,"50,000"
32465,Venbig,Venbig,"pulver og solvens til infusionsvÃ¦ske, oplÃ¸sning",50 IE/ml,50 ml,28104300008,"50,000",IUM,"50,000"
32474,Lamictal,Lamictal,tabletter,100 mg,56 stk. (blister),28101748195,"100,000",MG,"56,000"
32482,Triatec,Triatec,tabletter,5 mg,98 stk. (blister),28103042298,"5,000",MG,"98,000"
32505,Seroquel,Seroquel,filmovertrukne tabletter,300 mg,30 stk. (blister),28103830605,"300,000",MG,"30,000"
32510,Spiriva,Spiriva,inhalationspulver i kapsler,18 mikrogram,90 stk. (blister),28104458008,"18,000",RG,"90,000"
32514,Seroquel,Seroquel,filmovertrukne tabletter,300 mg,100 stk (blister),28103830605,"300,000",MG,"100,000"
32523,Abilify,Abilify,oral oplÃ¸sning,1 mg/ml,150 ml,28103765004,"1,000",MGM,"150,000"
32524,Imigran,Imigran,tabletter,100 mg,12 stk. (blister),28103040598,"100,000",MG,"12,000"
32540,Ronal,Ronal,tabletter,2 mg,100 stk,28101304487,"2,000",MG,"100,000"
32545,"Glucosamin ""Copyfarm""","Glucosamine ""Copyfarm""",filmovertrukne tabletter,400 mg,90 stk.,28103598603,"400,000",MG,"90,000"
32556,"Glucosamin ""Copyfarm""","Glucosamine ""Copyfarm""",filmovertrukne tabletter,400 mg,270 stk.,28103598603,"400,000",MG,"270,000"
32557,Ronal,Ronal,tabletter,2 mg,10 x 100 stk.,28101304487,"2,000",MG,"1,000,000"
32565,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,10 x 50 ml,28101079981,"10,000",MGM,"500,000"
32566,"Brimonidintartrat ""Teva""","Brimonidine tartrate ""Teva""","Ã¸jendrÃ¥ber, oplÃ¸sning",2 mg/ml,5 ml,28104128607,"2,000",MGM,"5,000"
32567,"Glucosamin ""Copyfarm""","Glucosamine ""Copyfarm""",filmovertrukne tabletter,400 mg,1000 stk.,28103598603,"400,000",MG,"1,000,000"
32577,"Brimonidintartrat ""Teva""","Brimonidine tartrate ""Teva""","Ã¸jendrÃ¥ber, oplÃ¸sning",2 mg/ml,3 x 5 ml,28104128607,"2,000",MGM,"15,000"
32588,"Risedronatnatrium ""Teva""","Risedronate sodium ""Teva""",filmovertrukne tabletter,35 mg,4 stk. (blister),28104208407,"35,000",MG,"4,000"
32600,"Risedronatnatrium ""Teva""","Risedronate sodium ""Teva""",filmovertrukne tabletter,35 mg,12 stk. (blister),28104208407,"35,000",MG,"12,000"
32607,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,4 x 200 ml,28101079981,"10,000",MGM,"800,000"
32622,"Omeprazol ""AGP""","Omeprazole ""AGP""","enterokapsler, hÃ¥rde",20 mg,28 stk. (blister),28104044406,"20,000",MG,"28,000"
32623,"Pantoprazol ""Actavis""","Pantoprazole ""Actavis""",enterotabletter,40 mg,56 stk. (blister),28104069507,"40,000",MG,"56,000"
32634,"Omeprazol ""AGP""","Omeprazole ""AGP""","enterokapsler, hÃ¥rde",20 mg,56 stk. (blister),28104044406,"20,000",MG,"56,000"
32645,"Omeprazol ""AGP""","Omeprazole ""AGP""","enterokapsler, hÃ¥rde",20 mg,98 stk. (blister),28104044406,"20,000",MG,"98,000"
32648,Strattera,Strattera,"kapsler, hÃ¥rde",25 mg,28 stk. (blister),28104989411,"25,000",MG,"28,000"
32649,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,1 x 50 ml,28101079981,"10,000",MGM,"50,000"
32657,Alforion,Alforion,depottabletter,10 mg,90 stk. (blister),28103671004,"10,000",MG,"90,000"
32660,Rebif,Rebif,"injektionsvÃ¦ske, oplÃ¸sning","8,8 + 22 mikrogram","6x0,2ml+6x0,5ml fyldt inj.spr.",28103779405,,,"1,000"
32664,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml,1 x 200 ml,28101079981,"10,000",MGM,"200,000"
32680,Alk (108) Betula Verrucosa,Alk (108) Betula verrucosa,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",450.000 sq-u/htgl,1 htgl. + 1 htgl. alk diluent,28101236085,"450,000,000",SQV,"1,000"
32698,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml (svin),100 ml,28101385489,"10,000",MGM,"100,000"
32714,"Indapamide ""Mylan""","Indapamide ""Mylan""",filmovertrukne tabletter,"2,5 mg",30 stk.,28101378189,"2,500",MG,"30,000"
32723,"Venlafaxin ""Ranbaxy""","Venlafaxine ""Ranbaxy""",depotkapsler,75 mg,100 stk. (blister),28104150907,"75,000",MG,"100,000"
32730,"Indapamide ""Mylan""","Indapamide ""Mylan""",filmovertrukne tabletter,"2,5 mg",100 stk.,28101378189,"2,500",MG,"100,000"
32748,Melleril,Melleril,filmovertrukne tabletter,25 mg,100 stk. (blister),28100929159,"25,000",MG,"100,000"
32759,Irinokabi,Irinokabi,"koncentrat til infusionsvÃ¦ske, oplÃ¸sning",20 mg/ml,15 ml,28104134307,"20,000",MGM,"15,000"
32763,Melleril,Melleril,filmovertrukne tabletter,50 mg,100 stk.,28100358960,"50,000",MG,"100,000"
32794,"Pantoprazol ""ratiopharm""","Pantoprazole ""ratiopharm""",enterotabletter,20 mg,100 stk.,28104048906,"20,000",MG,"100,000"
32797,Lamictal,Lamictal,tabletter,50 mg,56 stk. (blister),28101748095,"50,000",MG,"56,000"
32807,"Pantoprazol ""ratiopharm""","Pantoprazole ""ratiopharm""",enterotabletter,40 mg,100 stk.,28104049006,"40,000",MG,"100,000"
32812,Minirinmelt,Minirinmelt,smeltetabletter,60 mikg,30 stk. (blister),28104360008,"60,000",RG,"30,000"
32821,Sandimmun,Sandimmun,kapsler,25 mg,50 stk.,28101276886,"25,000",MG,"50,000"
32823,Minirinmelt,Minirinmelt,smeltetabletter,120 mikg,30 stk. (blister),28104360108,"120,000",RG,"30,000"
32834,Geavir,Geavir,"pulver til infusionsvÃ¦ske, oplÃ¸sning",250 mg,5 htgl,28101537993,"250,000",MG,"5,000"
32839,Sandimmun,Sandimmun,kapsler,100 mg,50 stk.,28101276986,"100,000",MG,"50,000"
32845,Geavir,Geavir,"pulver til infusionsvÃ¦ske, oplÃ¸sning",500 mg,5 htgl. a 500 mg,28101538093,"500,000",MG,"5,000"
32884,"Kinin ""Alternova""","Quinine ""Alternova""",filmovertrukne tabletter,100 mg,100 stk.,28104913411,"100,000",MG,"100,000"
32891,Cialis,Cialis,filmovertrukne tabletter,5 mg,28 stk. (blister) (EuroPharmaDK),28104084307,"5,000",MG,"28,000"
32904,Alk (225) Phleum Pratense,Alk (225) Phleum pratense,injektionssubstans (aquagen-sq),450.000 sq-u/htgl,1 htgl. + 1 htgl. alk diluent,28101242985,"450,000,000",SQV,"1,000"
32946,Mamyzin Vet.,Mamyzin Vet.,"pulver og solvens til injektionsvÃ¦ske, suspension",10 Mill. IE,20 htgl.,28101040680,"10,000",MIU,"20,000"
32961,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml (svin),200 ml,28101385489,"10,000",MGM,"200,000"
32979,Link,link,oral suspension,150 mg/ml,500 ml,28100464864,"150,000",MGM,"500,000"
32995,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml (svin),500 ml,28101385489,"10,000",MGM,"500,000"
32998,"Oxycodonhydrochlorid ""Acino""","Oxycodone Hydrochloride ""Acino""",depottabletter,40 mg,98 stk. (blister),28104175607,"40,000",MG,"98,000"
33001,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml (svin),10 x 100 ml,28101385489,"10,000",MGM,"1,000,000"
33019,Inolaxol,Inolaxol,afdelte granulater,5 G,50x5 g,28101233885,"5,000",G,"250,000"
33027,Zocor,Zocor,filmovertrukne tabletter,20 mg,100 stk. (blister),28101533392,"20,000",MG,"100,000"
33038,"Mycophenolatmofetil ""Accord""","Mycophenolate mofetil ""Accord""",filmovertrukne tabletter,500 mg,150 stk. (blister),28104064606,"500,000",MG,"150,000"
33068,Vermox Vet.,Vermox Vet.,tabletter,100 mg,10 stk. (blister),28100691676,"100,000",MG,"10,000"
33092,Flagyl,Flagyl,infusionsvÃ¦ske,5 mg/ml,100 ml,28100983178,"5,000",MGM,"100,000"
33100,Frekven,fre,injektionsvÃ¦ske,1 MG/ML,10 amp.,28100965578,"1,000",MGM,
33118,Mixobar Oesophagus,Mixobar Oesophagus,"mikstur, suspension",1 g/ml,2 x 500 ml,28100433163,"1,000",GML,"1,000,000"
33124,Firmagon,Firmagon,"pulver og solvens til koncentrat til infusionsvÃ¦ske, oplÃ¸sning",80 mg,1 sÃ¦t,28104321608,"80,000",MG,"1,000"
33126,Karbolytt,Karbolytt,infusionsvÃ¦ske,,10x1000 ml,28101267986,,,"10,000,000"
33131,Mimpara,Mimpara,filmovertrukne tabletter,30 mg,28 stk. (blister) (Abacus),28103589303,"30,000",MG,"28,000"
33135,Firmagon,Firmagon,"pulver og solvens til koncentrat til infusionsvÃ¦ske, oplÃ¸sning",120 mg,2 sÃ¦t,28104321708,"120,000",MG,"2,000"
33168,Bronchi-Shield Vet,Bronchi-Shield Vet,"pulver og solvens til nÃ¦sedrÃ¥ber, suspension",,10 doser,28103764505,,,"10,000"
33179,Pluset Vet.,PLUSET.,"pulver og solvens til injektionsvÃ¦ske, oplÃ¸sning",500+500 IE,2 x 10 ml + 21 ml,28104239007,,,"41,000"
33183,Ivomec Vet.,Ivomec Vet.,"injektionsvÃ¦ske, oplÃ¸sning",10 mg/ml (svin),4 x 200 ml,28101385489,"10,000",MGM,"800,000"
33191,Prothiaden,Prothiaden,overtrukne tabletter,75 mg,100 stk.,28101003278,"75,000",MG,"100,000"
33195,Targin,Targin,depottabletter,10+5 mg,28 stk. blister),28104367308,,,"28,000"
33201,Eficur Vet.,Eficur Vet.,"injektionsvÃ¦ske, suspension",50 mg/ml,100 ml,28104384808,"50,000",MG,"100,000"
33206,Targin,Targin,depottabletter,10+5 mg,98 stk. (blister),28104367308,,,"98,000"
33217,Veraloc,Veraloc,injektionsvÃ¦ske,"2,5 mg/ml",5 x 20 ml,28101067681,"2,500",MGM,"100,000"
33218,Targin,Targin,depottabletter,20+10 mg,28 stk. (blister),28104367408,,,"28,000"
33229,Targin,Targin,depottabletter,20+10 mg,98 stk. (blister),28104367408,,,"98,000"
33236,Crestor,Crestor,filmovertrukne tabletter,40 mg,98 stk. (blister),28105207813,"40,000",MG,"98,000"
33251,Tobradex,Tobradex,"Ã¸jendrÃ¥ber, suspension",1+3 mg/ml,5 ml,28103794805,,,"5,000"
33297,"Atacand Zid 8 mg/12,5 mg",Atacand Plus 8 mg / 12.5 mg,tabletter,"8+12,5 mg",28 stk. (blister),28103028498,,,"28,000"
33308,Terolut,Terolut,tabletter,10 mg,30 stk.,28101036279,"10,000",MG,"30,000"
33309,"Atacand Zid 8 mg/12,5 mg",Atacand Plus 8 mg / 12.5 mg,tabletter,"8+12,5 mg",100 stk. (blister),28103028498,,,"100,000"
33318,Milbemax,MILBEMAX,filmovertrukne tabletter,4 mg+10 mg,2 stk. (blister),28105253213,0.000,,"2,000"
33320,"Atacand Zid 16 mg/12,5 mg",Atacand Plus 16 mg / 12.5 mg,tabletter,"16 + 12,5 mg",28 stk. (blister),28103169100,,,"28,000"
33331,"Atacand Zid 16 mg/12,5 mg",Atacand Plus 16 mg / 12.5 mg,tabletter,"16 + 12,5 mg",100 stk.,28103169100,,,"100,000"
33333,"Gestoden/Ethinylestradiol 75/20 ""Schering""","Gestodene / Ethinylestradiol 75/20 ""Schering""",overtrukne tabletter,75 + 20 mikrogram,3 x 21 stk. (blister),28101686694,,,"63,000"
33340,Vermox Vet.,Vermox Vet.,pasta,200 mg/g,1 sprÃ¸jte a 20 g,28100691876,"200,000",MGG,"20,000"
33365,Ampivet Vet.,Ampivet Vet.,tabletter,500 mg,10 stk.,28100909476,"500,000",MG,"10,000"
33381,Vermox Vet.,Vermox Vet.,pasta,200 mg/g,10 sprÃ¸jter a 20 g,28100691876,"200,000",MGG,"200,000"
33399,Ampivet Vet.,Ampivet Vet.,tabletter,500 mg,20 stk.,28100909476,"500,000",MG,"20,000"
33400,"Topiramat ""Orifarm""","Topiramate ""Orifarm""",filmovertrukne tabletter,25 mg,56 stk. (blister),28103876605,"25,000",MG,"56,000"
33422,"Topiramat ""Orifarm""","Topiramate ""Orifarm""",filmovertrukne tabletter,50 mg,56 stk. (blister),28103876705,"50,000",MG,"56,000"
33431,Ampivet Vet.,Ampivet Vet.,tabletter,500 mg,100 stk.,28100909476,"500,000",MG,"100,000"
33445,"Topiramat ""Orifarm""","Topiramate ""Orifarm""",filmovertrukne tabletter,100 mg,56 stk. (blister),28103876805,"100,000",MG,"56,000"
33449,Ampivet Vet.,Ampivet Vet.,uteritorier,500 mg,12 stk.,28100909576,"500,000",MG,"12,000"
33456,Ampivet Vet.,Ampivet Vet.,uteritorier,500 mg,120 stk. (10x12),28100909576,"500,000",MG,"120,000"
33464,Ampivet Vet.,Ampivet Vet.,injektionssubstans,1 g,5 htgl. + solvens,28100909676,"1,000",G,
33468,"Topiramat ""Orifarm""","Topiramate ""Orifarm""",filmovertrukne tabletter,200 mg,56 stk. (blister),28103876905,"200,000",MG,"56,000"
33471,"Amoxicillin ""EuroPharma""","Amoxicillin ""Euro Pharma""",filmovertrukne tabletter,500 mg,30 stk. (blister),28105202413,"500,000",MG,"30,000"
33506,Ampivet Vet.,Ampivet Vet.,injektionssubstans,1 g,25 htgl. + solvens,28100909676,"1,000",G,
33530,Link,link,tyggetabletter,1100 mg,24 stk.,28101113382,"1,100,000",MG,"24,000"
33590,"Pantoprazol ""Actavis""","Pantoprazole ""Actavis""",enterotabletter,20 mg,56 stk. (blister),28104069407,"20,000",MG,"56,000"
