atc_concept_code,atc_concept_name,atc_concept_id,ingredient_concept_code,ingredient_concept_name,ingredient_concept_id,standard_concept,relationship_ids,n_relationships
B05AA05,dextran,21601142,214485,Dextran 1,19051646,S,Inferred class of,1
B05AA05,dextran,21601142,3274,Dextran 70,1319156,S,Inferred class of,1
D03AX02,dextranomer,21601990,22708,dextranomer,19088340,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05DA09,dextromethorphan,21603404,3289,Dextromethorphan,1119510,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AC01,dextromoramide,21604276,3290,Dextromoramide,19021940,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AC04,dextropropoxyphene,21604278,8785,Propoxyphene,1153664,S,"ATC - RxNorm,Inferred class of,Maps to",3
C10AX01,dextrothyroxine,21601889,3292,Dextrothyroxine,19022003,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AX03,dezocine,21604299,22713,dezocine,19088393,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AX21,diacerein,21604009,22759,diacetylrhein,19088915,S,"ATC - RxNorm,Maps to",2
N07BC06,diamorphine,43534832,3304,Heroin,19022417,S,"ATC - RxNorm,Maps to",2
A09AA01,diastase,21600700,743,Amylases,919204,S,"ATC - RxNorm,Maps to",2
V08AA01,diatrizoic acid,21605375,1546223,diatrizoic acid,45775324,S,"ATC - RxNorm,Maps to",2
N05BA01,diazepam,21604566,3322,Diazepam,723013,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02DA01,diazoxide,21600426,3327,Diazoxide,1523280,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AH01,diazoxide,21605282,3327,Diazoxide,1523280,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01GB09,dibekacin,21603002,3328,Dibekacin,19023508,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA08,dibenzepin,21604695,3332,dibenzepin,19023846,S,"ATC - RxNorm,Maps to",2
D08AC01,dibrompropamidine,21602203,22865,dibrompropamidine,19089408,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AX14,dibrompropamidine,21603608,22865,dibrompropamidine,19089408,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05DB16,dibunate,21603423,402565,DIBUNATE,19045601,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CC04,dichloralphenazone,21604633,22892,dichloralphenazone,1189490,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AA03,dichlorobenzyl alcohol,21603220,22906,dichlorobenzyl alcohol,19054875,S,"ATC - RxNorm,Maps to",2
P02DX02,dichlorophen,21604966,3351,Dichlorophen,19091464,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BC03,diclofenac,21603641,3355,Diclofenac,1124300,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AB05,diclofenac,21603945,3355,Diclofenac,1124300,S,"ATC - RxNorm,Inferred class of,Maps to",3
M02AA15,diclofenac,21604051,3355,Diclofenac,1124300,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AX18,diclofenac,21602355,3355,Diclofenac,1124300,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EC02,diclofenamide,21603694,3353,Dichlorphenamide,924296,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CF01,dicloxacillin,21602853,3356,Dicloxacillin,1724666,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AA01,dicoumarol,21600963,1598,Dicumarol,1325124,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AA07,dicycloverine,21600135,3361,Dicyclomine,924724,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AF02,didanosine,21603161,3364,Didanosine,1724869,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AJ06,didecyldimethylammonium chloride,21602235,1011450,didecyldimethylammonium chloride,40226492,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03CB01,dienestrol,21602525,3368,Dienestrol,925102,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03CC02,dienestrol,21602530,3368,Dienestrol,925102,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DB08,dienogest,40254301,22968,dienogest,19054876,S,"ATC - RxNorm,Maps to",2
P02CB02,diethylcarbamazine,21604950,3384,Diethylcarbamazine,19025698,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02AA01,diethylstilbestrol,21603815,3390,Diethylstilbestrol,1525866,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03CC05,diethylstilbestrol,21602533,3390,Diethylstilbestrol,1525866,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03CB02,diethylstilbestrol,21602526,3390,Diethylstilbestrol,1525866,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03BX01,diethyltoluamide,21605001,3129,Deet,19079469,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AA09,difemerine,21600137,163406,difemerine,19018362,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07DA04,difenoxin,21600647,23024,difenoxin,989567,S,"ATC - RxNorm,Maps to",2
P01AR02,difetarsone,21604871,402587,DIFETARSONE,19102309,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC10,diflorasone,21602129,91311,Diflorasone,960988,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07XC04,diflucortolone,21602193,3392,Diflucortolone,19026096,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC06,diflucortolone,21602125,3392,Diflucortolone,19026096,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BA11,diflunisal,21604315,3393,Diflunisal,1126128,S,"ATC - RxNorm,Inferred class of,Maps to",3
D07AC19,difluprednate,21602138,23043,difluprednate,19089579,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB24,digitalis antitoxin,21605249,203223,digoxin antibodies Fab fragments,19045317,S,Inferred class of,1
C01AA03,digitalis leaves,21601243,235219,Digitalis leaf extract,19054998,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01AA03,digitalis leaves,21601243,91235,Digitalis preparation,19060903,S,Inferred class of,1
C01AA04,digitoxin,21600233,3403,Digitoxin,19026180,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01AA05,digoxin,21600234,3407,Digoxin,1326303,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AA08,dihexyverine,21600136,236209,DIHEXYVERINE,19055875,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02DB01,dihydralazine,21600428,3409,Dihydralazine,19026448,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02AA08,dihydrocodeine,21604261,23088,dihydrocodeine,1189596,S,"ATC - RxNorm,Inferred class of,Maps to",3
C04AE04,dihydroergocristine,21601582,3416,Dihydroergocristine,19026526,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04BC03,dihydroergocryptine mesylate,21604475,42646,Dihydroergocryptine Mesylate,19106060,,ATC - RxNorm,1
N02CA01,dihydroergotamine,21604366,3418,Dihydroergotamine,1126557,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AA15,dihydrostreptomycin,21603566,1549540,Dihydrostreptomycin,45776730,S,"ATC - RxNorm,Maps to",2
A11CC02,dihydrotachysterol,21600817,3429,Dihydrotachysterol,19027015,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02AB04,dihydroxialumini sodium carbonate,21600059,23163,dihydroxyaluminum sodium carbonate,989727,S,Inferred class of,1
G01AC01,diiodohydroxyquinoline,21602378,3435,Iodoquinol,928006,S,"ATC - RxNorm,Maps to",2
A03AX02,diisopromine,21600176,236206,DIISOPROMINE,19091237,S,"ATC - RxNorm,Maps to",2
P01AC01,diloxanide,21604865,67182,Diloxanide,19001305,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05AE03,diltiazem,45893195,3443,Diltiazem,1328165,S,"ATC - RxNorm,Maps to",2
C08DB01,diltiazem,21601771,3443,Diltiazem,1328165,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB09,dimercaprol,21605237,3445,Dimercaprol,1728903,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05DB28,dimethoxanate,21603435,121069,Dimethoxanate,19011098,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07XX09,dimethyl fumarate,43534833,1373478,dimethyl fumarate,43526424,S,"ATC - RxNorm,Inferred class of,Maps to",3
M02AX03,dimethyl sulfoxide,21604067,3455,Dimethyl Sulfoxide,928980,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BX13,dimethyl sulfoxide,21602664,3455,Dimethyl Sulfoxide,928980,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03AA04,dimethyltubocurarine,21604074,29950,metocurine,19009961,S,Inferred class of,1
P03AX05,dimeticone,40253185,324072,dimethicone,916662,S,"ATC - RxNorm,Maps to",2
D04AA13,dimetindene,21602012,3449,Dimethindene,19028947,S,"ATC - RxNorm,Maps to",2
R06AB03,dimetindene,21603461,3449,Dimethindene,19028947,S,"ATC - RxNorm,Maps to",2
N02CX05,dimetotiazine,21604387,50138,fonazine,19113015,S,"ATC - RxNorm,Maps to",2
G02AD01,dinoprost,21602438,3477,Dinoprost,19029421,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02AD02,dinoprostone,21602439,3478,Dinoprostone,1329415,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XC16,dinutuximab,45893514,1606274,dinutuximab,46221699,S,"ATC - RxNorm,Maps to",2
C05CA03,diosmin,21601656,3489,Diosmin,19029488,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05CA53,"diosmin, combinations",21601660,5281,Hesperidin,19068688,S,Inferred class of,1
C05CA53,"diosmin, combinations",21601660,236614,BUTCHER'S BROOM Preparation,19056408,S,Inferred class of,1
A03AB15,diphemanil,21600154,89782,Diphemanil,19135822,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AA02,diphenhydramine,21603448,3498,Diphenhydramine,1129625,S,"ATC - RxNorm,Inferred class of,Maps to",3
D04AA32,diphenhydramine,21602016,3498,Diphenhydramine,1129625,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AA02,diphenhydramine,21603448,3444,Dimenhydrinate,928744,S,Inferred class of,1
A07DA01,diphenoxylate,21600644,3500,Diphenoxylate,930916,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AA07,diphenylpyraline,21603451,23386,diphenylpyraline,19090000,S,"ATC - RxNorm,Inferred class of,Maps to",3
J06AA01,diphtheria antitoxin,21601248,3510,Diphtheria Antitoxin,19031041,S,"ATC - RxNorm,Inferred class of,Maps to",3
J06BB10,diphtheria immunoglobulin,21601268,3510,Diphtheria Antitoxin,19031041,S,"ATC - RxNorm,Maps to",2
J07AF01,diphtheria toxoid,21601289,798304,"diphtheria toxoid vaccine, inactivated",529303,S,"ATC - RxNorm,Maps to",2
S01EA02,dipivefrine,21603674,23410,Dipivefrin,990009,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03DA01,diprophylline,21603329,3714,Dyphylline,1140088,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AC07,dipyridamole,21600992,3521,Dipyridamole,1331270,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01FA13,dirithromycin,21602981,23437,dirithromycin,1790024,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01BA03,disopyramide,21600252,3541,Disopyramide,1335606,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07AA03,distigmine,21604806,3551,distigmine,19035856,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AA04,disulfiram,21604973,3554,Disulfiram,735850,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07BB01,disulfiram,21604821,3554,Disulfiram,735850,S,"ATC - RxNorm,Inferred class of,Maps to",3
D05AC01,dithranol,21602032,873,Anthralin,952538,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA07,dobutamine,21600287,3616,Dobutamine,1337720,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01CD02,docetaxel,21603724,72962,docetaxel,1315942,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06BB11,docosanol,21602093,594680,docosanol,980955,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AA02,docusate sodium,21600535,82003,Docusate,941258,S,Inferred class of,1
A06AA02,docusate sodium,21600535,71722,Docusate Sodium,19126912,,ATC - RxNorm,1
A06AG10,"docusate sodium, incl. combinations",21600590,82003,Docusate,941258,S,Inferred class of,1
C01BD04,dofetilide,21600273,49247,dofetilide,1362979,S,"ATC - RxNorm,Inferred class of,Maps to",3
A04AA04,dolasetron,21600496,68091,Dolasetron,903459,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX12,dolutegravir,43534801,1433868,dolutegravir,43560385,S,"ATC - RxNorm,Maps to",2
A01AB06,domiphen,21600016,23623,domiphen,19091239,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03FA03,domperidone,21600486,3626,Domperidone,19037833,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06DA02,donepezil,21604795,135447,donepezil,715997,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA04,dopamine,21600284,3628,Dopamine,1337860,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA14,dopexamine,21600294,23638,dopexamine,19056154,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01DH04,doripenem,21602923,119771,doripenem,1713905,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB13,dornase alfa (desoxyribonuclease),21603392,337623,Dornase Alfa,1125443,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EC03,dorzolamide,21603695,60207,dorzolamide,981709,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA16,dosulepin,21604703,3634,Dothiepin,19037989,S,"ATC - RxNorm,Maps to",2
M03AC07,doxacurium chloride,21604084,23651,doxacurium,19091486,S,Inferred class of,1
M03AC07,doxacurium chloride,21604084,49275,doxacurium chloride,19112999,,ATC - RxNorm,1
R07AB01,doxapram,21603537,3637,Doxapram,738152,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02CA04,doxazosin,21600414,49276,Doxazosin,1363053,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA12,doxepin,21604699,3638,Doxepin,738156,S,"ATC - RxNorm,Inferred class of,Maps to",3
H05BX03,doxercalciferol,21602794,11516,Doxercalciferol,1512446,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01DB01,doxorubicin,21603732,3639,Doxorubicin,1338512,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01DB01,doxorubicin,21603732,214525,doxorubicin liposome,19051649,S,Inferred class of,1
J01AA02,doxycycline,21602800,3640,Doxycycline,1738521,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AB22,doxycycline,21600031,3640,Doxycycline,1738521,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AA09,doxylamine,21603453,3642,Doxylamine,738818,S,"ATC - RxNorm,Inferred class of,Maps to",3
A04AD10,dronabinol,21600503,10402,Tetrahydrocannabinol,1037005,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01BD07,dronedarone,40253900,233698,dronedarone,40163615,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AD08,droperidol,21604523,3648,Droperidol,739323,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05DB19,dropropizine,21603426,23419,dipropizine,19054993,S,"ATC - RxNorm,Maps to",2
A03AD02,drotaverine,21600167,23684,drotaverin,19056611,S,"ATC - RxNorm,Maps to",2
B01AD10,drotrecogin alfa (activated),21601016,352374,drotrecogin alfa,1731597,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AC04,droxicam,21603963,23687,droxicam,19056645,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AX21,duloxetine,21604749,72625,duloxetine,715259,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04CB02,dutasteride,21602676,228790,Dutasteride,989482,S,"ATC - RxNorm,Inferred class of,Maps to",3
R02AD04,dyclonine,21603245,23744,dyclonine,992308,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BX02,dyclonine,21604250,23744,dyclonine,992308,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DB01,dydrogesterone,21602544,3706,Dydrogesterone,19040060,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX22,ebastine,21603521,23796,ebastine,19092433,S,"ATC - RxNorm,Inferred class of,Maps to",3
B06AC03,ecallantide,40253605,658708,ecallantide,40168938,S,"ATC - RxNorm,Inferred class of,Maps to",3
G01AF05,econazole,21602395,3743,Econazole,940864,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01AC03,econazole,21601922,3743,Econazole,940864,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EB03,ecothiopate,21603682,89778,Echothiophate,958368,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA25,eculizumab,21603906,591781,eculizumab,19080458,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB03,edetates,21605232,132879,pentetate calcium trisodium,19015348,,Inferred class of,1
V03AB03,edetates,21605232,1368950,Edetate Calcium,43013616,S,Inferred class of,1
V03AB03,edetates,21605232,3755,Edetic Acid,1741008,S,Inferred class of,1
D06BB09,edoxudine,21602091,49428,edoxudine,19063245,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XC01,edrecolomab,21603755,80726,Edrecolomab,19132294,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA21,efalizumab,21603902,356988,efalizumab,936429,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AG03,efavirenz,21603175,195085,efavirenz,1738135,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AX16,eflornithine,21602354,569,Eflornithine,978236,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01CX03,eflornithine,21604926,569,Eflornithine,978236,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01DX13,efloxate,21600350,23852,efloxate,19057394,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05BB01,electrolytes,21601161,8591,Potassium Chloride,19049105,S,Inferred class of,1
B05BB01,electrolytes,21601161,21032,chromous chloride,19050007,S,Inferred class of,1
N02CC06,eletriptan,21604381,231049,eletriptan,1189697,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AX10,eliglustat,43534759,1547220,eliglustat,45775782,S,"ATC - RxNorm,Maps to",2
A16AB12,elosulfase alfa,45893510,1489914,ELOSULFASE ALFA,44814525,S,"ATC - RxNorm,Maps to",2
B02BX05,eltrombopag,21601076,711942,eltrombopag,19012346,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX11,elvitegravir,43534800,1306286,elvitegravir,42874212,S,"ATC - RxNorm,Maps to",2
S01GX06,emedastine,21605090,28144,emedastine,903893,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BD01,emepronium,21602634,3816,Emepronium,19041852,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01AX02,emetine,21604876,3820,Emetine,19041857,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BX12,empagliflozin,43534756,1545653,empagliflozin,45774751,S,"ATC - RxNorm,Maps to",2
J05AF09,emtricitabine,21603168,276237,emtricitabine,1703069,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA02,enalapril,21601786,3827,Enalapril,1341927,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA02,enalapril,21601786,3829,Enalaprilat,1342001,S,Inferred class of,1
C01BC08,encainide,21600268,42368,Encainide,19051513,S,"ATC - RxNorm,Inferred class of,Maps to",3
J07BA02,"encephalitis, Japanese, inactivated, whole virus",21601332,845525,"Japanese encephalitis virus vaccine, inactivated",19047598,S,Inferred class of,1
N01AB04,enflurane,21604189,3920,Enflurane,743196,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX07,enfuvirtide,21603193,139896,enfuvirtide,1717002,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01MA04,enoxacin,21603011,3925,Enoxacin,1743222,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AB05,enoxaparin,21600976,67108,Enoxaparin,1301025,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CE03,enoximone,21600309,49626,Enoximone,19063454,S,"ATC - RxNorm,Inferred class of,Maps to",3
D03AX10,enoxolone,21601996,1311506,Glycyrrhetinic acid,42899194,S,"ATC - RxNorm,Maps to",2
N04BX02,entacapone,21604487,60307,entacapone,782211,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AF10,entecavir,21603169,306266,entecavir,1711246,S,"ATC - RxNorm,Inferred class of,Maps to",3
L02BB04,enzalutamide,45893476,1307298,enzalutamide,42900250,S,"ATC - RxNorm,Maps to",2
D08AX02,eosin,21602253,1310593,Eosine Yellowish,42899052,S,"ATC - RxNorm,Maps to",2
R01AA03,ephedrine,21605012,3966,Ephedrine,1143374,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01FB02,ephedrine,21605069,3966,Ephedrine,1143374,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CA02,ephedrine,21603304,3966,Ephedrine,1143374,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AB05,ephedrine,21605028,3966,Ephedrine,1143374,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA26,ephedrine,40253931,3966,Ephedrine,1143374,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AX24,epinastine,21603523,39684,epinastine,943634,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01GX10,epinastine,21605094,39684,epinastine,943634,S,"ATC - RxNorm,Inferred class of,Maps to",3
B02BC09,epinephrine,21601057,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
A01AD01,epinephrine,21600039,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01AA14,epinephrine,21605023,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01CA24,epinephrine,21600303,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01EA01,epinephrine,21603673,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AA01,epinephrine,21603251,3992,Epinephrine,1343916,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AA01,epinephrine,21603251,66887,Racepinephrine,1300153,S,Inferred class of,1
L01DB03,epirubicin,21603734,3995,Epirubicin,1344354,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03DA04,eplerenone,21601537,298869,eplerenone,1309799,S,"ATC - RxNorm,Inferred class of,Maps to",3
A05BA05,epomediol,21600526,24263,epomediol,19058527,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AC09,epoprostenol,21600994,8814,Epoprostenol,1354118,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB04,eprazinone,21603383,24272,eprazinone,19095266,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09CA02,eprosartan,21601825,83515,eprosartan,1346686,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03DX02,eprozinol,21603360,24274,eprozinol,19058682,S,"ATC - RxNorm,Inferred class of,Maps to",3
B02BD08,eptacog alfa (activated),21601068,4256,Factor VIIa,1352141,S,Inferred class of,1
B02BD08,eptacog alfa (activated),21601068,253149,Recombinant coagulation factor VIIa,19065771,,ATC - RxNorm,1
B01AC16,eptifibatide,21600999,75635,eptifibatide,1322199,S,"ATC - RxNorm,Inferred class of,Maps to",3
R05CB15,erdosteine,21603394,24305,erdosteine,19058933,S,"ATC - RxNorm,Inferred class of,Maps to",3
