vnr,Danish name,Active Substance,frequency,drugid,atccode,rxnorm_id,ingredient_concept_id,ingredient_concept_name
7330,Duovent,"FENOTEROLHYDROBROMID, IPRATROPIUMBROMID",196,28103266201,R03AL01,,,
12431,Duovent,,50,28103319801,,,,
470271,Duovent HFA,"FENOTEROLHYDROBROMID, IPRATROPIUMBROMID",25,28104767510,R03AL01,,,
52100,Dura-Zok,,332,28103085799,,,,
51847,Dura-Zok,,89,28103085799,,,,
54700,Dura-Zok,,213,28103085899,,,,
53207,Dura-Zok,,29,28103085899,,,,
27022,Durogesic,FENTANYL,25,28101545393,N02AB03,4337,1154029,Fentanyl
451401,Durogesic,FENTANYL,203,28101545493,N02AB03,4337,1154029,Fentanyl
451385,Durogesic,FENTANYL,128,28101545393,N02AB03,4337,1154029,Fentanyl
451369,Durogesic,FENTANYL,205,28101545293,N02AB03,4337,1154029,Fentanyl
451328,Durogesic,FENTANYL,208,28101545193,N02AB03,4337,1154029,Fentanyl
26968,Durogesic,FENTANYL,36,28103760404,N02AB03,4337,1154029,Fentanyl
26977,Durogesic,FENTANYL,51,28103760404,N02AB03,4337,1154029,Fentanyl
27004,Durogesic,FENTANYL,36,28101545193,N02AB03,4337,1154029,Fentanyl
27013,Durogesic,FENTANYL,88,28101545393,N02AB03,4337,1154029,Fentanyl
27031,Durogesic,FENTANYL,83,28101545493,N02AB03,4337,1154029,Fentanyl
27040,Durogesic,FENTANYL,48,28101545493,N02AB03,4337,1154029,Fentanyl
27049,Durogesic,FENTANYL,64,28101545493,N02AB03,4337,1154029,Fentanyl
27231,Durogesic,FENTANYL,25,28101545293,N02AB03,4337,1154029,Fentanyl
27240,Durogesic,FENTANYL,73,28101545293,N02AB03,4337,1154029,Fentanyl
27286,Durogesic,FENTANYL,63,28101545193,N02AB03,4337,1154029,Fentanyl
27295,Durogesic,FENTANYL,40,28101545193,N02AB03,4337,1154029,Fentanyl
27304,Durogesic,FENTANYL,91,28101545293,N02AB03,4337,1154029,Fentanyl
19167,Durogesic,FENTANYL,94,28101545493,N02AB03,4337,1154029,Fentanyl
19108,Durogesic,FENTANYL,40,28101545193,N02AB03,4337,1154029,Fentanyl
19094,Durogesic,FENTANYL,78,28101545293,N02AB03,4337,1154029,Fentanyl
18995,Durogesic,FENTANYL,80,28101545393,N02AB03,4337,1154029,Fentanyl
97808,Duronitrin,,33,28101900097,,,,
526319,Duspatalin,,37,28101037679,,,,
460253,Dutacor,,31,28101824096,,,,
460345,Dutacor,,67,28101823996,,,,
441958,Dymista,"AZELASTINHYDROCHLORID, FLUTICASONPROPIO",49,28104978511,R01AD58,,,
10312,Ebixa,MEMANTINHYDROCHLORID,62,28103322501,N06DX01,6719,701322,Memantine
10334,Ebixa,MEMANTINHYDROCHLORID,90,28103322501,N06DX01,6719,701322,Memantine
16515,Ebixa,MEMANTINHYDROCHLORID,97,28103322501,N06DX01,6719,701322,Memantine
10323,Ebixa,MEMANTINHYDROCHLORID,39,28103322501,N06DX01,6719,701322,Memantine
100025,Edb-gebyr,,1578,,,,,
41178,Efexor,,144,28101534793,,,,
20826,Efexor,,251,28101534793,,,,
20974,Efexor,,35,28101534993,,,,
41244,Efexor,,31,28101534993,,,,
438333,Efexor Depot,VENLAFAXINHYDROCHLORID,223,28101857896,N06AX16,39786,743670,venlafaxine
438325,Efexor Depot,VENLAFAXINHYDROCHLORID,44,28101857896,N06AX16,39786,743670,venlafaxine
438465,Efexor Depot,VENLAFAXINHYDROCHLORID,70,28101857896,N06AX16,39786,743670,venlafaxine
438457,Efexor Depot,VENLAFAXINHYDROCHLORID,226,28101857896,N06AX16,39786,743670,venlafaxine
438432,Efexor Depot,VENLAFAXINHYDROCHLORID,369,28101857796,N06AX16,39786,743670,venlafaxine
438424,Efexor Depot,VENLAFAXINHYDROCHLORID,657,28101857796,N06AX16,39786,743670,venlafaxine
438408,Efexor Depot,VENLAFAXINHYDROCHLORID,26,28101857796,N06AX16,39786,743670,venlafaxine
438218,Efexor Depot,VENLAFAXINHYDROCHLORID,145,28101857796,N06AX16,39786,743670,venlafaxine
115520,Effexor Depot,,44,28104134707,,,,
476192,Eldepryl,SELEGILINHYDROCHLORID,26,28101406290,N04BD01,9639,766209,Selegiline
534024,Eldepryl,SELEGILINHYDROCHLORID,255,28101143283,N04BD01,9639,766209,Selegiline
8831,Elidel,Pimecrolimus,43,28103270001,D11AH02,321952,915935,Pimecrolimus
9065,Elidel,Pimecrolimus,34,28103270001,D11AH02,321952,915935,Pimecrolimus
475343,Elocom,,43,28101870997,,,,
7797,Elocom,,84,28103220201,,,,
6113,Elocom,,52,28101883597,,,,
7910,Elocom,,63,28103220201,,,,
6091,Elocom,,176,28101870997,,,,
72769,Elocom,Mometasonfuroat,27,28101896997,D07AC13,108118,905233,Mometasone
475459,Elocom,,41,28101870997,,,,
6069,Elocom,Mometasonfuroat,206,28101896997,D07AC13,108118,905233,Mometasone
448,Elocon,Mometasonfuroat,34,28101401390,D07AC13,108118,905233,Mometasone
82548,Elocon,Mometasonfuroat,36,28101316787,D07AC13,108118,905233,Mometasone
428524,Elocon,Mometasonfuroat,59,28101316887,D07AC13,108118,905233,Mometasone
428441,Elocon,Mometasonfuroat,326,28101316787,D07AC13,108118,905233,Mometasone
116137,Elocon,Mometasonfuroat,867,28101316787,D07AC13,108118,905233,Mometasone
116160,Elocon,Mometasonfuroat,236,28101316787,D07AC13,108118,905233,Mometasone
116327,Elocon,Mometasonfuroat,86,28101316787,D07AC13,108118,905233,Mometasone
116368,Elocon,Mometasonfuroat,146,28101316887,D07AC13,108118,905233,Mometasone
116400,Elocon,Mometasonfuroat,105,28101316887,D07AC13,108118,905233,Mometasone
116418,Elocon,Mometasonfuroat,46,28101316887,D07AC13,108118,905233,Mometasone
118349,Elocon,Mometasonfuroat,217,28101401390,D07AC13,108118,905233,Mometasone
375840,Elocon,,35,28101670194,,,,
37531,Elocon,Mometasonfuroat,157,28101401390,D07AC13,108118,905233,Mometasone
240,Elocon,Mometasonfuroat,128,28101401390,D07AC13,108118,905233,Mometasone
74691,Eltroxin,LEVOTHYROXINNATRIUM,1949,28100020455,H03AA01,10582,1501700,levothyroxine
469122,Eltroxin,,44,28101864896,,,,
100594,Eltroxin,,31,28101812596,,,,
429555,Eltroxin,LEVOTHYROXINNATRIUM,2953,28101006679,H03AA01,10582,1501700,levothyroxine
186023,Eltroxin,LEVOTHYROXINNATRIUM,3641,28100020455,H03AA01,10582,1501700,levothyroxine
426106,Eltroxin,,84,28101810496,,,,
74691,Eltroxin,LEVOTHYROXINNATRIUM,1949,28100020455,H03AA01,40144,19102133,Levothyroxine Sodium
429555,Eltroxin,LEVOTHYROXINNATRIUM,2953,28101006679,H03AA01,40144,19102133,Levothyroxine Sodium
74702,Eltroxin,LEVOTHYROXINNATRIUM,2018,28101006679,H03AA01,10582,1501700,levothyroxine
74702,Eltroxin,LEVOTHYROXINNATRIUM,2018,28101006679,H03AA01,40144,19102133,Levothyroxine Sodium
186023,Eltroxin,LEVOTHYROXINNATRIUM,3641,28100020455,H03AA01,40144,19102133,Levothyroxine Sodium
8903,Emadine,EMEDASTINFUMARAT,89,28103252601,S01GX06,28144,903893,emedastine
527523,Emadine,EMEDASTINFUMARAT,367,28101925897,S01GX06,28144,903893,emedastine
474254,Emconcor,,31,28101320287,,,,
474403,Emconcor,,48,28101320287,,,,
29298,Emovat,Clobetasonbutyrat,179,28100975578,D07AB01,108074,19005129,Clobetasone
446088,Emperal,METOCLOPRAMIDHYDROCHLORID,259,28100994978,A03FA01,6915,906780,Metoclopramide
446195,Emperal,METOCLOPRAMIDHYDROCHLORID,250,28100994978,A03FA01,6915,906780,Metoclopramide
189233,Emperal,METOCLOPRAMIDHYDROCHLORID,375,28100994978,A03FA01,6915,906780,Metoclopramide
445981,Emperal,,37,28101061581,,,,
155472,Emthexate,METHOTREXATNATRIUM,134,28101308887,L04AX03,6851,1305058,Methotrexate
56615,Enacecor,"ENALAPRILMALEAT, HYDROCHLORTHIAZID",29,28103107699,C09BA02,,,
6828,Enacodan,ENALAPRILMALEAT,106,28103097399,C09AA02,3829,1342001,Enalaprilat
6850,Enacodan,ENALAPRILMALEAT,68,28103097499,C09AA02,3829,1342001,Enalaprilat
6850,Enacodan,ENALAPRILMALEAT,68,28103097499,C09AA02,3827,1341927,Enalapril
6811,Enacodan,ENALAPRILMALEAT,56,28103097299,C09AA02,3829,1342001,Enalaprilat
6811,Enacodan,ENALAPRILMALEAT,56,28103097299,C09AA02,3827,1341927,Enalapril
6828,Enacodan,ENALAPRILMALEAT,106,28103097399,C09AA02,3827,1341927,Enalapril
5525,"Enalapril ""1A Farma""",,64,28103181800,,,,
5536,"Enalapril ""1A Farma""",,183,28103181900,,,,
4842,"Enalapril ""1A Farma""",,56,28103181700,,,,
116331,"Enalapril ""Actavis""",ENALAPRILMALEAT,157,28103255901,C09AA02,3829,1342001,Enalaprilat
116353,"Enalapril ""Actavis""",ENALAPRILMALEAT,111,28103255801,C09AA02,3829,1342001,Enalaprilat
116353,"Enalapril ""Actavis""",ENALAPRILMALEAT,111,28103255801,C09AA02,3827,1341927,Enalapril
7051,"Enalapril ""Actavis""",ENALAPRILMALEAT,86,28103255901,C09AA02,3827,1341927,Enalapril
6786,"Enalapril ""Actavis""",ENALAPRILMALEAT,49,28103255801,C09AA02,3827,1341927,Enalapril
6786,"Enalapril ""Actavis""",ENALAPRILMALEAT,49,28103255801,C09AA02,3829,1342001,Enalaprilat
7073,"Enalapril ""Actavis""",ENALAPRILMALEAT,66,28103256001,C09AA02,3829,1342001,Enalaprilat
7073,"Enalapril ""Actavis""",ENALAPRILMALEAT,66,28103256001,C09AA02,3827,1341927,Enalapril
7051,"Enalapril ""Actavis""",ENALAPRILMALEAT,86,28103255901,C09AA02,3829,1342001,Enalaprilat
116331,"Enalapril ""Actavis""",ENALAPRILMALEAT,157,28103255901,C09AA02,3827,1341927,Enalapril
116342,"Enalapril ""Actavis""",ENALAPRILMALEAT,162,28103256001,C09AA02,3829,1342001,Enalaprilat
116342,"Enalapril ""Actavis""",ENALAPRILMALEAT,162,28103256001,C09AA02,3827,1341927,Enalapril
23650,"Enalapril ""Krka""",ENALAPRILMALEAT,27,28103469403,C09AA02,3827,1341927,Enalapril
23641,"Enalapril ""Krka""",ENALAPRILMALEAT,312,28103469303,C09AA02,3827,1341927,Enalapril
23649,"Enalapril ""Krka""",ENALAPRILMALEAT,420,28103469403,C09AA02,3829,1342001,Enalaprilat
23649,"Enalapril ""Krka""",ENALAPRILMALEAT,420,28103469403,C09AA02,3827,1341927,Enalapril
23660,"Enalapril ""Krka""",ENALAPRILMALEAT,43,28103469403,C09AA02,3827,1341927,Enalapril
23650,"Enalapril ""Krka""",ENALAPRILMALEAT,27,28103469403,C09AA02,3829,1342001,Enalaprilat
23738,"Enalapril ""Krka""",ENALAPRILMALEAT,198,28103469203,C09AA02,3829,1342001,Enalaprilat
23738,"Enalapril ""Krka""",ENALAPRILMALEAT,198,28103469203,C09AA02,3827,1341927,Enalapril
23641,"Enalapril ""Krka""",ENALAPRILMALEAT,312,28103469303,C09AA02,3829,1342001,Enalaprilat
23666,"Enalapril ""Krka""",ENALAPRILMALEAT,30,28103469303,C09AA02,3827,1341927,Enalapril
23716,"Enalapril ""Krka""",ENALAPRILMALEAT,39,28103469203,C09AA02,3829,1342001,Enalaprilat
23666,"Enalapril ""Krka""",ENALAPRILMALEAT,30,28103469303,C09AA02,3829,1342001,Enalaprilat
23716,"Enalapril ""Krka""",ENALAPRILMALEAT,39,28103469203,C09AA02,3827,1341927,Enalapril
23660,"Enalapril ""Krka""",ENALAPRILMALEAT,43,28103469403,C09AA02,3829,1342001,Enalaprilat
460708,"Enalapril ""Sandoz""",ENALAPRILMALEAT,27,28103034498,C09AA02,3827,1341927,Enalapril
460708,"Enalapril ""Sandoz""",ENALAPRILMALEAT,27,28103034498,C09AA02,3829,1342001,Enalaprilat
581051,"Enalapril ""Teva""",ENALAPRILMALEAT,38,28105061912,C09AA02,3829,1342001,Enalaprilat
521173,"Enalapril ""Teva""",ENALAPRILMALEAT,40,28105061812,C09AA02,3827,1341927,Enalapril
521173,"Enalapril ""Teva""",ENALAPRILMALEAT,40,28105061812,C09AA02,3829,1342001,Enalaprilat
59249,"Enalapril ""Teva""",ENALAPRILMALEAT,33,28105061712,C09AA02,3829,1342001,Enalaprilat
581051,"Enalapril ""Teva""",ENALAPRILMALEAT,38,28105061912,C09AA02,3827,1341927,Enalapril
59249,"Enalapril ""Teva""",ENALAPRILMALEAT,33,28105061712,C09AA02,3827,1341927,Enalapril
93178,"Enalapril Hydrochlorthiazid ""Teva""","ENALAPRILMALEAT, HYDROCHLORTHIAZID",155,28103954306,C09BA02,,,
60805,"Enalapril-Hydrochlorthiazid ""Krka""","ENALAPRILMALEAT, HYDROCHLORTHIAZID",482,28103729404,C09BA02,,,
24781,"Enalapril/Hydrochlorthiazid ""Actavis""","ENALAPRILMALEAT, HYDROCHLORTHIAZID",124,28103736604,C09BA02,,,
3430,"Enalapril/Hydrochlorthiazid ""HEXAL""",,117,28101846696,,,,
24479,"Enalapril/Hydrochlorthiazid ""Orifarm"" 20mg/12,5mg",,30,28103367702,,,,
54461,"Enalapril/hydrochlorthiazid ""Alternova""",,26,28103722804,,,,
5513,"Enalapril/hydrochlortiazid ""1A Farma""",,79,28103520303,,,,
44697,Entact,,31,28103916606,,,,
21070,Entocord,BUDESONID,27,28103611603,A07EA06,19831,939259,Budesonide
132116,Entocort,BUDESONID,26,28104758910,A07EA06,19831,939259,Budesonide
11247,Entocort,BUDESONID,74,28101716994,A07EA06,19831,939259,Budesonide
462358,Entocort,BUDESONID,139,28101449991,A07EA06,19831,939259,Budesonide
11163,Entocort,BUDESONID,110,28101716994,A07EA06,19831,939259,Budesonide
114664,Epiduo,"ADAPALEN, BENZOYLPEROXID, VANDIG",56,28104044006,D10AD53,,,
17499,Equasym,METHYLPHENIDATHYDROCHLORID,31,28103541703,N06BA04,6901,705944,Methylphenidate
185454,Ercoquin,HYDROXYCHLOROQUINSULFAT,142,28100375161,P01BA02,5521,1777087,Hydroxychloroquine
568766,Ergokoffin,"Caffein, ERGOTAMINTARTRAT",44,28100711576,N02CA52,,,
479261,Erycin,ERYTHROMYCIN,88,28101356689,J01FA01,4053,1746940,Erythromycin
64973,Erycin,,29,28101356789,,,,
479238,Erycin,ERYTHROMYCIN,150,28101356689,J01FA01,4053,1746940,Erythromycin
479253,Erycin,ERYTHROMYCIN,33,28101356689,J01FA01,4053,1746940,Erythromycin
479352,Erycin,,238,28101356789,,,,
479394,Erycin,,562,28101356789,,,,
479428,Erycin,,26,28101356789,,,,
479436,Erycin,ERYTHROMYCINETHYLSUCCINAT,101,28101356889,J01FA01,4053,1746940,Erythromycin
55856,"Escitalopram ""ratiopharm""",,38,28104301308,,,,
570738,Escivriens,Escitalopramoxalat,34,28104419208,N06AB10,321988,715939,Escitalopram
453282,Escumycin,,66,28101073181,,,,
453225,Escumycin,,37,28101073081,,,,
159885,Esertia,,45,28104956911,,,,
194672,"Esomeprazol ""Actavis""",Esomeprazolmagnesiumdihydrat,28,28104968011,A02BC05,283742,904453,Esomeprazole
92188,"Esomeprazol ""Krka""",Esomeprazolmagnesium,25,28104467709,A02BC05,283742,904453,Esomeprazole
92199,"Esomeprazol ""Krka""",Esomeprazolmagnesium,29,28104467709,A02BC05,283742,904453,Esomeprazole
92256,"Esomeprazol ""Krka""",Esomeprazolmagnesium,48,28104467809,A02BC05,283742,904453,Esomeprazole
30766,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,28,28104297208,A02BC05,283742,904453,Esomeprazole
30655,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,45,28104297208,A02BC05,283742,904453,Esomeprazole
30620,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,32,28104297108,A02BC05,283742,904453,Esomeprazole
30710,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,27,28104297108,A02BC05,283742,904453,Esomeprazole
30721,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,29,28104297108,A02BC05,283742,904453,Esomeprazole
30755,"Esomeprazol ""Sandoz""",Esomeprazolmagnesiumdihydrat,28,28104297208,A02BC05,283742,904453,Esomeprazole
32378,Esopral,,27,28103832005,,,,
32369,Esopral,,40,28103832005,,,,
32442,Esopral,,44,28103831905,,,,
32387,Esopral,,30,28103832005,,,,
422402,Estracomb,,73,28101451091,,,,
28738,Estraderm,,48,28101287986,,,,
106260,"Estradiol/Norethisteronacetat ""Sandoz""",,314,28101744495,,,,
559948,Estring,ESTRADIOL,271,28101508492,G03CA03,4083,1548195,Estradiol
494682,Estrofem,ESTRADIOLHEMIHYDRAT,190,28100669775,G03CA03,4083,1548195,Estradiol
526335,Estrofem,,51,28103000898,,,,
154377,Estrofem,ESTRADIOLHEMIHYDRAT,152,28101746195,G03CA03,4083,1548195,Estradiol
555185,Estrogel,ESTRADIOL,31,28101577993,G03CA03,4083,1548195,Estradiol
184952,Esucos,,33,28100927761,,,,
419242,Etalpha,ALFACALCIDOL,115,28100975178,A11CC03,12062,19014202,Alfacalcidol
546507,Etalpha,ALFACALCIDOL,39,28101907897,A11CC03,12062,19014202,Alfacalcidol
419309,Etalpha,ALFACALCIDOL,41,28100920077,A11CC03,12062,19014202,Alfacalcidol
532249,Eucreas,"METFORMINHYDROCHLORID, Vildagliptin",38,28104080807,A10BD08,,,
86472,Eucreas,"METFORMINHYDROCHLORID, Vildagliptin",32,28104080807,A10BD08,,,
134772,Eucreas,"METFORMINHYDROCHLORID, Vildagliptin",31,28104080807,A10BD08,,,
69385,Euglucon,,27,28101115782,,,,
71998,Euthyrox,LEVOTHYROXINNATRIUM,103,28103222601,H03AA01,10582,1501700,levothyroxine
72021,Euthyrox,LEVOTHYROXINNATRIUM,98,28103222401,H03AA01,10582,1501700,levothyroxine
72021,Euthyrox,LEVOTHYROXINNATRIUM,98,28103222401,H03AA01,40144,19102133,Levothyroxine Sodium
72010,Euthyrox,LEVOTHYROXINNATRIUM,44,28103222301,H03AA01,10582,1501700,levothyroxine
72010,Euthyrox,LEVOTHYROXINNATRIUM,44,28103222301,H03AA01,40144,19102133,Levothyroxine Sodium
71998,Euthyrox,LEVOTHYROXINNATRIUM,103,28103222601,H03AA01,40144,19102133,Levothyroxine Sodium
480863,Evista,RALOXIFENHYDROCHLORID,55,28101882797,G03XC01,72143,1513103,Raloxifene
480897,Evista,RALOXIFENHYDROCHLORID,68,28101882797,G03XC01,72143,1513103,Raloxifene
524173,Evorel,ESTRADIOL,63,28101476991,G03CA03,4083,1548195,Estradiol
131292,Evorel,ESTRADIOL,93,28101585894,G03CA03,4083,1548195,Estradiol
143351,Exelon,RIVASTIGMIN,25,28104012706,N06DA03,183379,733523,rivastigmine
74042,Exforge,"AMLODIPINBESILAT, VALSARTAN",27,28103899906,C09DB01,,,
573089,Exocin,,107,28101474191,,,,
477017,Ezetrol,EZETIMIB,81,28103447302,C10AX09,341248,1526475,ezetimibe
24359,Ezetrol,EZETIMIB,45,28103781905,C10AX09,341248,1526475,ezetimibe
13386,Ezetrol,EZETIMIB,54,28103447302,C10AX09,341248,1526475,ezetimibe
13485,Ezetrol,EZETIMIB,101,28103447302,C10AX09,341248,1526475,ezetimibe
135095,Felden,PIROXICAM,30,28101206185,M01AC01,8356,1146810,Piroxicam
43125,Felden,,36,28100989078,,,,
43190,Felden,,41,28100989178,,,,
11251,Felodin,FELODIPIN,61,28103342702,C08CA02,4316,1353776,Felodipine
11202,Felodin,FELODIPIN,68,28103342602,C08CA02,4316,1353776,Felodipine
11978,"Felodipin ""Actavis""",FELODIPIN,158,28103342902,C08CA02,4316,1353776,Felodipine
11960,"Felodipin ""Actavis""",FELODIPIN,232,28103343002,C08CA02,4316,1353776,Felodipine
12123,"Felodipin ""HEXAL""",FELODIPIN,58,28103416702,C08CA02,4316,1353776,Felodipine
12131,"Felodipin ""HEXAL""",FELODIPIN,301,28103416702,C08CA02,4316,1353776,Felodipine
40719,"Felodipin ""HEXAL""",FELODIPIN,38,28104148007,C08CA02,4316,1353776,Felodipine
16276,"Felodipin ""HEXAL""",FELODIPIN,121,28103416702,C08CA02,4316,1353776,Felodipine
16216,"Felodipin ""HEXAL""",FELODIPIN,174,28103416602,C08CA02,4316,1353776,Felodipine
12109,"Felodipin ""HEXAL""",FELODIPIN,374,28103416602,C08CA02,4316,1353776,Felodipine
11516,"Felodipin ""Sandoz""",,37,28103331701,,,,
11518,"Felodipin ""Sandoz""",,37,28103331801,,,,
10947,"Felodipin ""Teva""",FELODIPIN,62,28103329601,C08CA02,4316,1353776,Felodipine
40742,"Felodipin ""Teva""",FELODIPIN,110,28103830005,C08CA02,4316,1353776,Felodipine
28012,"Felodipin ""Teva""",FELODIPIN,45,28103329601,C08CA02,4316,1353776,Felodipine
10980,"Felodipin ""Teva""",FELODIPIN,57,28103329701,C08CA02,4316,1353776,Felodipine
592198,"Felodipin ""Teva""",FELODIPIN,44,28103329701,C08CA02,4316,1353776,Felodipine
11913,"Felodipin Retard ""1A Farma""",,133,28103416902,,,,
11926,"Felodipin Retard ""1A Farma""",,115,28103416802,,,,
162797,Fem-Mono Retard,Isosorbidmononitrat,131,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
991,Fem-Mono Retard,Isosorbidmononitrat,490,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
991,Fem-Mono Retard,Isosorbidmononitrat,490,28103067699,C01DA14,6057,1383815,Isosorbide
26076,Fem-Mono Retard,Isosorbidmononitrat,289,28103067699,C01DA14,6057,1383815,Isosorbide
26076,Fem-Mono Retard,Isosorbidmononitrat,289,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
26067,Fem-Mono Retard,Isosorbidmononitrat,36,28103067699,C01DA14,6057,1383815,Isosorbide
26067,Fem-Mono Retard,Isosorbidmononitrat,36,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
162808,Fem-Mono Retard,Isosorbidmononitrat,302,28103067699,C01DA14,6057,1383815,Isosorbide
162808,Fem-Mono Retard,Isosorbidmononitrat,302,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
162797,Fem-Mono Retard,Isosorbidmononitrat,131,28103067699,C01DA14,6057,1383815,Isosorbide
922,Fem-Mono Retard,Isosorbidmononitrat,78,28103067699,C01DA14,28004,19069136,Isosorbide Mononitrate
922,Fem-Mono Retard,Isosorbidmononitrat,78,28103067699,C01DA14,6057,1383815,Isosorbide
107508,Femanest,,51,28101744695,,,,
106443,Femanest,,138,28101744595,,,,
410836,Femanor,"ESTRADIOLHEMIHYDRAT, NORETHISTERONACETA",31,28103713404,G03FA01,,,
10851,Feminil mite,"CYPROTERONACETAT, Ethinylestradiol",27,28103357802,G03HB01,,,
24495,Fenacop Retard,,27,28103383302,,,,
85269,"Fenemal ""DLF""",PHENOBARBITAL,150,28100713376,N03AA02,8134,734275,Phenobarbital
401224,"Fenemal ""DLF""",PHENOBARBITAL,185,28100713276,N03AA02,8134,734275,Phenobarbital
401505,"Fenemal ""DLF""",PHENOBARBITAL,172,28100713376,N03AA02,8134,734275,Phenobarbital
401976,"Fenemal ""DLF""",PHENOBARBITAL,88,28100713476,N03AA02,8134,734275,Phenobarbital
85278,"Fenemal ""DLF""",PHENOBARBITAL,128,28100713476,N03AA02,8134,734275,Phenobarbital
85260,"Fenemal ""DLF""",PHENOBARBITAL,118,28100713276,N03AA02,8134,734275,Phenobarbital
145029,Fenoxcillin,,67,28100491066,,,,
562983,Fenoxcillin,,63,28100491066,,,,
503813,Fenoxcillin,,53,28100491066,,,,
31004,"Fentanyl ""Sandoz""",FENTANYL,29,28104152007,N02AB03,4337,1154029,Fentanyl
30947,"Fentanyl ""Sandoz""",FENTANYL,45,28104151907,N02AB03,4337,1154029,Fentanyl
30993,"Fentanyl ""Sandoz""",FENTANYL,34,28104152007,N02AB03,4337,1154029,Fentanyl
432831,"Fenytoin ""DAK""",,32,28100714076,,,,
145466,Ferro Duretter,"Ferrosulfat, tørret",133,28100560469,B03AA07,24947,1396131,ferrous sulfate
14261,Finacea,Azelainsyre,71,28103417302,D10AX03,618278,986790,Azelate
14261,Finacea,Azelainsyre,71,28103417302,D10AX03,18602,19018514,azelaic acid
74760,"Finasterid ""Actavis""",FINASTERID,135,28103953106,G04CB01,25025,996416,Finasteride
194080,"Finasterid ""Aurobindo""",FINASTERID,51,28104076107,G04CB01,25025,996416,Finasteride
68451,"Finasterid ""Copyfarm""",,26,28104014206,,,,
51622,"Finasterid ""Sandoz""",FINASTERID,252,28103728304,G04CB01,25025,996416,Finasteride
85515,"Finasterid ""Stada""",FINASTERID,65,28104014806,G04CB01,25025,996416,Finasteride
88660,"Finasterid ""Teva""",,26,28104014406,,,,
151217,Flagyl,METRONIDAZOL,115,28100565569,G01AF01,6922,1707164,Metronidazole
183947,Flagyl,METRONIDAZOL,66,28100342360,P01AB01,6922,1707164,Metronidazole
163246,Flagyl,METRONIDAZOL,94,28100631373,P01AB01,6922,1707164,Metronidazole
469502,Flagyl,,25,28101382189,,,,
146530,Flagyl,METRONIDAZOL,154,28100631373,P01AB01,6922,1707164,Metronidazole
14048,"Flecainid ""Actavis""",FLECAINIDACETAT,34,28103417102,C01BC04,4441,1354860,Flecainide
428672,Flemoxin Solutab,,238,28101406690,,,,
67025,Flemoxin Solutab,,193,28101406690,,,,
460303,Flemoxin Solutab,,295,28101366489,,,,
26195,Flemoxin Solutab,,87,28101751995,,,,
63453,Flemoxin Solutab,,541,28101366489,,,,
428680,Flemoxin Solutab,,722,28101366189,,,,
460196,Flemoxin Solutab,,170,28101366389,,,,
93385,Flemoxin Solutab,,26,28101587894,,,,
47340,Flemoxin Solutab,,160,28101366389,,,,
460071,Flemoxin Solutab,,322,28101366189,,,,
