vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
411751,705108,Clinical Drug,Lamictal,154,100,MG,tabletter,lamotrigine 100 MG Oral Tablet,""
16165,1334461,Clinical Drug,"Ramipril ""Nycomed""",154,2.5,MG,tabletter,Ramipril 2.5 MG Oral Tablet,""
426189,19023636,Clinical Drug,Cipramil,154,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
13546,739209,Clinical Drug,"Sertralin ""1A Farma""",154,50,MG,filmovertrukne tabletter,Sertraline 50 MG Oral Tablet,""
566182,19074334,Clinical Drug,Azopt,154,10,MGM,"øjendråber, suspension",brinzolamide 10 MG/ML Ophthalmic Suspension,""
146530,1707171,Clinical Drug,Flagyl,154,400,MG,filmovertrukne tabletter,Metronidazole 400 MG Oral Tablet,""
14760,1755074,Clinical Drug Comp,"Fluconazol ""HEXAL""",154,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
147512,40224835,Clinical Drug,Perlutex,154,5,MG,tabletter,medroxyprogesterone acetate 5 MG Oral Tablet,""
504183,19135574,Clinical Drug,Abalgin Retard,154,150,MG,"depotkapsler, hårde",Propoxyphene Hydrochloride 150 MG Extended Release Oral Capsule,""
15448,19112694,Clinical Drug Comp,Levemir,154,100,UML,"injektionsvæske, opløsning, cylinderampul",insulin detemir 100 UNT/ML,""
323,,Not Mapped*,Berodual,154,,,inhalationsaerosol,,R03AK03
29078,,Not Mapped*,Valdoxan,154,25,MG,filmovertrukne tabletter,,N06AX22
3310,,Not Mapped*,Symbicort Turbuhaler,154,,,inhalationspulver,,R03AK07
14187,715940,Clinical Drug,Cipralex,153,10,MG,filmovertrukne tabletter,Escitalopram 10 MG Oral Tablet,""
130013,766819,Clinical Drug,Seroquel,153,100,MG,filmovertrukne tabletter,quetiapine 100 MG Oral Tablet,""
495168,19022948,Clinical Drug,Aprovel,153,150,MG,tabletter,irbesartan 150 MG Oral Tablet,""
66424,19023636,Clinical Drug,"Citalopram ""HEXAL""",153,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
34461,40139916,Clinical Drug Form,Spirocort,153,100,RGD,"inhalationsspray, suspension",Budesonide / formoterol Inhalant Solution,""
40032,19019418,Clinical Drug,"Omeprazol ""Copyfarm""",153,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
34461,40020308,Clinical Drug Form,Spirocort,153,100,RGD,"inhalationsspray, suspension",Budesonide Inhalant Solution,""
570838,40163271,Clinical Drug,Coversyl,153,4,MG,tabletter,Perindopril Erbumine 4 MG Oral Tablet,""
110976,725180,Clinical Drug,Arintapin,152,30,MG,filmovertrukne tabletter,Mirtazapine 30 MG Oral Tablet,""
77689,19109333,Clinical Drug Comp,"Kodein ""Alternova""",152,25,MG,filmovertrukne tabletter,Codeine 25 MG,""
490839,1545996,Clinical Drug,Zarator,152,40,MG,filmovertrukne tabletter,atorvastatin 40 MG Oral Tablet,""
455279,19063875,Clinical Drug,Forilin,152,150,MG,tabletter,Roxithromycin 150 MG Oral Tablet,""
27877,905233,Ingredient,Nasomet,152,50,RGD,"næsespray, suspension",Mometasone,""
154377,1548198,Clinical Drug,Estrofem,152,1,MG,filmovertrukne tabletter,Estradiol 1 MG Oral Tablet,""
154377,40181755,Clinical Drug,Estrofem,152,1,MG,filmovertrukne tabletter,estradiol valerate 1 MG Oral Tablet,""
17572,,Not Mapped*,"Ramipril-hydrochlorthiazid ""Actavis""",152,,,tabletter,,C09BA05
553339,1189699,Clinical Drug,Relpax,151,40,MG,filmovertrukne tabletter,eletriptan 40 MG Oral Tablet,""
84194,19133873,Clinical Drug,Primcillin,151,250,MG,filmovertrukne tabletter,Penicillin V Potassium 250 MG Oral Tablet,""
7600,1539411,Clinical Drug,"Simvastatin ""Alpharma""",151,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
7548,,Not Mapped*,Seretide Diskus,151,,,"inhalationspulver, afdelt",,R03AK06
198303,40164929,Clinical Drug,"Metformin ""Sandoz""",151,500,MG,filmovertrukne tabletter,Metformin hydrochloride 500 MG Oral Tablet,""
28986,1332419,Clinical Drug,"Amlodipin ""Sandoz""",151,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
453993,1113302,Clinical Drug Comp,Idotyl,151,500,MG,brusetabletter,Aspirin 500 MG,""
382465,40228214,Clinical Drug,Zyrtec,151,10,MG,tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
85269,19106836,Clinical Drug,"Fenemal ""DLF""",150,50,MG,tabletter,Phenobarbital 50 MG Oral Tablet,""
113704,42902906,Clinical Drug,Klexane,150,100,MGM,"injektionsvæske, opløsning, fyldt injektionssprøjte",Enoxaparin sodium 100 MG/ML Prefilled Syringe,""
504225,40067083,Clinical Drug Form,Calcipen,150,1,MIU,tabletter,Penicillin V Oral Tablet,""
504225,40016517,Clinical Drug Form,Calcipen,150,1,MIU,tabletter,Bromhexine / Penicillin V Oral Tablet,""
155465,40030483,Clinical Drug Form,Truxal,150,5,MG,filmovertrukne tabletter,Chlorprothixene Oral Tablet,""
25513,1597772,Clinical Drug,"Glimepirid ""Actavis""",150,2,MG,tabletter,glimepiride 2 MG Oral Tablet,""
459859,19004047,Clinical Drug,Cyklokapron,150,500,MG,filmovertrukne tabletter,Tranexamic Acid 500 MG Oral Tablet,""
479238,1747454,Clinical Drug,Erycin,150,250,MG,enterotabletter,erythromycin stearate 250 MG Delayed Release Oral Tablet,""
479238,19076958,Clinical Drug,Erycin,150,250,MG,enterotabletter,Erythromycin 250 MG Delayed Release Oral Tablet,""
71205,,Not Mapped*,Seretide,150,,,"inhalationsspray, suspension",,R03AK06
503466,1734107,Clinical Drug,Zitromax,149,250,MG,kapsler,Azithromycin 250 MG Oral Capsule,""
567685,40163446,Clinical Drug Comp,Bricanyl,148,2.5,MGM,"inhalationsvæske til nebulisator, opløsning",Terbutaline Sulfate 2.5 MG/ML,""
543124,19080097,Clinical Drug,Orofen Retard,148,200,MG,"depotkapsler, hårde",Ketoprofen 200 MG Extended Release Oral Capsule,""
493908,19021711,Clinical Drug,Trimonil Retard,148,400,MG,depottabletter,Carbamazepine 400 MG Extended Release Oral Tablet,""
505032,1750569,Clinical Drug,Klacid Uno,148,500,MG,depottabletter,Clarithromycin 500 MG Extended Release Oral Tablet,""
50914,19088707,Clinical Drug Comp,Panodil,148,1000,MG,suppositorier,Acetaminophen 1000 MG,""
567685,40163440,Clinical Drug Comp,Bricanyl,148,2.5,MGM,"inhalationsvæske til nebulisator, opløsning",Terbutaline Sulfate 2.5 MG,""
45015,1504672,Clinical Drug,"Thiamazol ""1A Farma""",148,5,MG,tabletter,Methimazole 5 MG Oral Tablet,""
384941,1353818,Clinical Drug,Plendil,148,5,MG,depottabletter,Felodipine 5 MG Extended Release Oral Tablet,""
567685,1236767,Clinical Drug Comp,Bricanyl,148,2.5,MGM,"inhalationsvæske til nebulisator, opløsning",Terbutaline 2.5 MG,""
13302,1363086,Clinical Drug,Cardosin Retard,148,4,MG,depottabletter,Doxazosin 4 MG Extended Release Oral Tablet,""
575191,1154349,Clinical Drug,Ventoline,147,2,MG,tabletter,Albuterol 2 MG Oral Tablet,""
45162,,Not Mapped*,Ancozan Comp,147,,,filmovertrukne tabletter,,C09DA01
87342,19019418,Clinical Drug,"Omeprazol ""Stada""",147,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
123787,,Not Mapped*,"Levodopa/Benserazid ""Teva""",147,,,"kapsler, hårde",,N04BA02
116368,40066267,Clinical Drug Form,Elocon,146,0.1,PC,salve,Mometasone / Salicylic Acid Topical Ointment,""
17223,,Not Mapped*,Symbicort Forte Turbuhaler,146,,,inhalationspulver,,R03AK07
39415,905233,Ingredient,Nasonex,146,50,RGD,"næsespray, suspension",Mometasone,""
116368,40132043,Clinical Drug Form,Elocon,146,0.1,PC,salve,Mometasone Topical Ointment,""
503722,903963,Ingredient,Kenalog,146,0.1,PC,mundhulepasta,Triamcinolone,""
76061,19102169,Clinical Drug,"Ramipril ""HEXAL""",146,1.25,MG,tabletter,Ramipril 1.25 MG Oral Tablet,""
488650,19102190,Clinical Drug,Losec,146,40,MG,enterotabletter,Omeprazole 40 MG Delayed Release Oral Tablet,""
117820,19112981,Clinical Drug,Adalat Oros,146,60,MG,depottabletter,Nifedipine 60 MG Extended Release Oral Tablet,""
5390,19026848,Ingredient,Atrovent,145,20,RGD,"inhalationsspray, opløsning",Ipratropium Bromide,""
438218,19103819,Clinical Drug,Efexor Depot,145,75,MG,"depotkapsler, hårde",venlafaxine 75 MG Extended Release Oral Capsule,""
562074,1353818,Clinical Drug,Plendil,145,5,MG,depottabletter,Felodipine 5 MG Extended Release Oral Tablet,""
7952,40099457,Clinical Drug Form,Travatan,145,40,RGM,"øjendråber, opløsning",travoprost Ophthalmic Solution,""
558874,19054009,Clinical Drug Comp,Berotec 100,145,0.1,MGD,"inhalationsspray, opløsning",Fenoterol 0.1 MG/ACTUAT,""
81134,739209,Clinical Drug,"Sertralin ""Teva""",145,50,MG,filmovertrukne tabletter,Sertraline 50 MG Oral Tablet,""
192382,929889,Clinical Drug,"Lansoprazol ""Actavis""",145,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
6865,40086856,Clinical Drug Form,Delepsine,144,300,MG,enterotabletter,Valproic Acid Enteric Coated Tablet,""
541417,19002396,Ingredient,Locoid Lipid,144,0.1,PC,creme,Hydrocortisone butyrate,""
15887,1334461,Clinical Drug,"Ramipril ""1A Farma""",144,2.5,MG,tabletter,Ramipril 2.5 MG Oral Tablet,""
46925,1331271,Clinical Drug,Persantin Retard,144,200,MG,"depotkapsler, hårde",Dipyridamole 200 MG Extended Release Oral Capsule,""
472229,40033902,Clinical Drug Form,"Digoxin ""DAK""",144,62.5,RG,tabletter,Digoxin Oral Tablet,""
145698,785821,Clinical Drug,Zyprexa,144,10,MG,overtrukne tabletter,olanzapine 10 MG Oral Tablet,""
411496,1747296,Clinical Drug,Abboticin,144,500,MG,filmovertrukne tabletter,Erythromycin Estolate 500 MG Oral Tablet,""
411496,19018976,Clinical Drug,Abboticin,144,500,MG,filmovertrukne tabletter,Erythromycin 500 MG Oral Tablet,""
384636,19077375,Clinical Drug,Proscar,144,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
183996,40164946,Clinical Drug,"Metformin ""Hexal""",144,850,MG,filmovertrukne tabletter,Metformin hydrochloride 850 MG Oral Tablet,""
41178,743720,Clinical Drug,Efexor,144,37.5,MG,tabletter,venlafaxine 37.5 MG Oral Tablet,""
155150,19078859,Clinical Drug,Asacol,144,400,MG,enterotabletter,mesalamine 400 MG Delayed Release Oral Tablet,""
411496,19125430,Clinical Drug,Abboticin,144,500,MG,filmovertrukne tabletter,erythromycin stearate 500 MG Oral Tablet,""
569509,,Not Mapped*,Trevina,143,,,tabletter,,G03FB06
86772,19109333,Clinical Drug Comp,"Kodein ""DAK""",143,25,MG,filmovertrukne tabletter,Codeine 25 MG,""
378943,721793,Clinical Drug Comp,Noritren,143,50,MG,filmovertrukne tabletter,Nortriptyline 50 MG,""
22811,19086049,Clinical Drug Comp,Nitrolingual,143,0.4,MGD,sublingualspray,Nitroglycerin 0.4 MG/ACTUAT,""
164275,1107882,Clinical Drug,Mildin,143,10,MG,tabletter,Loratadine 10 MG Oral Tablet,""
22811,1362236,Clinical Drug Comp,Nitrolingual,143,0.4,MGD,sublingualspray,Nitroglycerin 0.4 MG,""
561084,1342503,Clinical Drug Comp,Odrik,143,2,MG,"kapsler, hårde",trandolapril 2 MG,""
148452,40162855,Clinical Drug,Akineton,142,2,MG,tabletter,Biperiden Hydrochloride 2 MG Oral Tablet,""
120907,1314006,Clinical Drug,Atenor,142,100,MG,filmovertrukne tabletter,Atenolol 100 MG Oral Tablet,""
185454,40051595,Clinical Drug Form,Ercoquin,142,250,MG,tabletter,Hydroxychloroquine Oral Tablet,""
57554,1703743,Clinical Drug,Aciclodan,142,800,MG,tabletter,Acyclovir 800 MG Oral Tablet,""
163089,40236419,Clinical Drug,Ritalin,142,10,MG,tabletter,Methylphenidate Hydrochloride 10 MG Oral Tablet,""
81834,19023636,Clinical Drug,"Citalopram ""Sandoz""",141,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
171660,19133872,Clinical Drug Comp,Primcillin,141,250,MG,"granulat til oral suspension, enkeltdosisbeholder",Penicillin V Potassium 250 MG,""
75333,40171917,Clinical Drug,Veraloc,141,80,MG,tabletter,Verapamil hydrochloride 80 MG Oral Tablet,""
415885,1154654,Clinical Drug,Ventoline,141,0.4,MGM,oral opløsning,Albuterol 0.4 MG/ML Oral Solution,""
18990,1332419,Clinical Drug,"Amlodipin ""GEA""",141,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
99135,,Not Mapped*,Amilco,141,,,tabletter,,C03EA01
23661,1539463,Clinical Drug,"Simvastatin ""KRKA""",141,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
170262,40228214,Clinical Drug,Alnok,141,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
479527,,Not Mapped*,Østranorm,141,,,filmovertrukne tabletter,,G03FB05
7129,19080129,Clinical Drug,"Lisinopril ""Actavis""",141,20,MG,tabletter,Lisinopril 20 MG Oral Tablet,""
11637,40223768,Clinical Drug,Aricept,140,10,MG,filmovertrukne tabletter,Donepezil hydrochloride 10 MG Oral Tablet,""
85290,19075953,Clinical Drug,Betolvex,140,1,MG,filmovertrukne tabletter,Vitamin B 12 1 MG Oral Tablet,""
7144,40165253,Clinical Drug,Crestor,140,20,MG,filmovertrukne tabletter,Rosuvastatin calcium 20 MG Oral Tablet,""
166886,19019072,Clinical Drug,"Ibuprofen ""Orifarm""",140,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,""
118125,932197,Clinical Drug,Prepulsid,140,10,MG,tabletter,Cisapride 10 MG Oral Tablet,""
526962,40162307,Clinical Drug,Voltaren Rapid,140,50,MG,overtrukne tabletter,Diclofenac Potassium 50 MG Oral Tablet,""
36145,19008188,Clinical Drug,Tilcotil,140,20,MG,tabletter,tenoxicam 20 MG Oral Tablet,""
129916,19074697,Clinical Drug,"Karbamazepin ""DAK""",140,200,MG,tabletter,Carbamazepine 200 MG Oral Tablet,""
126938,755763,Clinical Drug Comp,Flutin,140,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
567511,736053,Clinical Drug,Risperdal,140,2,MG,filmovertrukne tabletter,Risperidone 2 MG Oral Tablet,""
462358,939259,Ingredient,Entocort,139,2,MG,"tabletter til rektalvæske, suspension",Budesonide,""
18233,1334461,Clinical Drug,"Ramipril ""Orifarm""",139,2.5,MG,tabletter,Ramipril 2.5 MG Oral Tablet,""
93799,40232769,Clinical Drug,OxyContin,139,80,MG,depottabletter,Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet,""
3939,40162346,Clinical Drug,Voltaren,139,50,MG,enterotabletter,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,""
561035,1342506,Clinical Drug Comp,Odrik,139,0.5,MG,"kapsler, hårde",trandolapril 0.5 MG,""
8612,40228214,Clinical Drug,"Cetirizin ""Actavis""",139,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
502690,40177829,Clinical Drug,Nirulid,139,5,MG,tabletter,Amiloride Hydrochloride 5 MG Oral Tablet,""
106443,1548198,Clinical Drug,Femanest,138,1,MG,filmovertrukne tabletter,Estradiol 1 MG Oral Tablet,""
106443,40181755,Clinical Drug,Femanest,138,1,MG,filmovertrukne tabletter,estradiol valerate 1 MG Oral Tablet,""
198838,40162855,Clinical Drug,Akineton,138,2,MG,tabletter,Biperiden Hydrochloride 2 MG Oral Tablet,""
504266,19061586,Clinical Drug,Ovestin,138,1,MG,tabletter,Estriol 1 MG Oral Tablet,""
56481,1237231,Clinical Drug,Theo-dur,137,300,MG,depottabletter,Theophylline 300 MG Extended Release Oral Tablet,""
6121,19020053,Clinical Drug,Panodil Zapp,137,500,MG,filmovertrukne tabletter,Acetaminophen 500 MG Oral Tablet,""
137554,,Not Mapped*,"Alminox ""DAK""",137,,,mikstur,,A02AD01
184671,19007738,Clinical Drug,"Mianserin ""Mylan""",136,10,MG,filmovertrukne tabletter,Mianserin 10 MG Oral Tablet,""
36459,40184730,Clinical Drug,Imodium,136,2,MG,tabletter,Loperamide Hydrochloride 2 MG Oral Tablet,""
61070,19070747,Clinical Drug,"Mirtazapin ""Teva""",136,15,MG,smeltetabletter,Mirtazapine 15 MG Disintegrating Oral Tablet,""
6579,,Not Mapped*,Daivobet,136,,,salve,,D05AX52
515833,40165020,Clinical Drug,"Petidin ""DAK""",136,50,MGM,"injektionsvæske, opløsning",Meperidine Hydrochloride 50 MG/ML Injectable Solution,""
22870,705108,Clinical Drug,"Lamotrigin ""Copyfarm""",136,100,MG,tabletter,lamotrigine 100 MG Oral Tablet,""
79842,1334492,Clinical Drug,"Ramipril ""Stada""",136,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
87445,40092308,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / magnesium carbonate Oral Suspension,""
426312,1755074,Clinical Drug Comp,Diflucan,135,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
87445,40133593,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / Sodium Bicarbonate Oral Suspension,""
166875,19019072,Clinical Drug,"Ibuprofen ""Orifarm""",135,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,""
51040,40124439,Clinical Drug Form,Oxis Turbuhaler,135,9,RGD,inhalationspulver,formoterol Inhalant Powder,""
51040,40019974,Clinical Drug Form,Oxis Turbuhaler,135,9,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
87445,40122859,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / Cimetidine Oral Suspension,""
87445,40133592,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / Aluminum Hydroxide / magnesium carbonate Oral Suspension,""
74760,19077375,Clinical Drug,"Finasterid ""Actavis""",135,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
100198,40048204,Clinical Drug Form,Nizoral,135,2,PC,creme,Gentamicin Sulfate (USP) / Hydrocortisone / Ketoconazole Topical Cream,""
87445,40133594,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / potassium bicarbonate Oral Suspension,""
426197,19023636,Clinical Drug,Cipramil,135,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
100198,40048398,Clinical Drug Form,Nizoral,135,2,PC,creme,Ketoconazole Topical Cream,""
87445,40092303,Clinical Drug Form,Gaviscon,135,,,oral suspension,alginic acid / Calcium Carbonate / magnesium carbonate Oral Suspension,""
135244,19079776,Clinical Drug,Timacar,135,5,MGM,"øjendråber, opløsning",Timolol 5 MG/ML Ophthalmic Solution,""
95232,19019663,Clinical Drug,Hexapindol,134,5,MG,tabletter,Pindolol 5 MG Oral Tablet,""
152058,1133227,Clinical Drug Comp,Anorfin,134,0.2,MG,resoribletter,Buprenorphine 0.2 MG,""
7155,40165253,Clinical Drug,Crestor,134,20,MG,filmovertrukne tabletter,Rosuvastatin calcium 20 MG Oral Tablet,""
39406,905233,Ingredient,Nasomet,134,50,RGD,"næsespray, suspension",Mometasone,""
542738,40163356,Clinical Drug,Propal Retard,134,80,MG,"depotkapsler, hårde",Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,""
20118,40019974,Clinical Drug Form,Pulmicort Turbuhaler,134,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
20118,40020306,Clinical Drug Form,Pulmicort Turbuhaler,134,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
141515,40029129,Clinical Drug Form,Akarin,134,30,MG,filmovertrukne tabletter,Citalopram Oral Tablet,""
192831,19080097,Clinical Drug,Oruvail,134,200,MG,depotkapsler,Ketoprofen 200 MG Extended Release Oral Capsule,""
534,,Not Mapped*,"Atacand Zid 16 mg/12,5 mg",134,,,tabletter,,C09DA06
48923,40228214,Clinical Drug,Allercetin,134,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
473512,19020053,Clinical Drug,Pinex,134,500,MG,filmovertrukne tabletter,Acetaminophen 500 MG Oral Tablet,""
155472,19007332,Clinical Drug,Emthexate,134,2.5,MG,tabletter,Methotrexate 2.5 MG Oral Tablet,""
434209,778502,Clinical Drug Comp,Sirdalud Retard,134,6,MG,"depotkapsler, hårde",tizanidine 6 MG,""
24059,19082972,Clinical Drug Comp,Doktacillin,133,250,MG,suppositorier,Ampicillin 250 MG,""
77701,40165773,Clinical Drug,Corodil,133,20,MG,tabletter,Enalapril Maleate 20 MG Oral Tablet,""
161918,905233,Ingredient,"Mometasonfuroat ""Teva""",133,50,RGD,"næsespray, suspension",Mometasone,""
552927,19049084,Clinical Drug Comp,Ovestin,133,0.5,MG,vagitorier,Estriol 0.5 MG,""
173419,907553,Ingredient,Benaliv,133,50,RGD,"næsespray, suspension",levocabastine,""
4006,40052436,Clinical Drug Form,Isodur,133,30,MG,depottabletter,Isosorbide Mononitrate Extended Release Tablet,""
11913,19125704,Clinical Drug,"Felodipin Retard ""1A Farma""",133,10,MG,depottabletter,Felodipine 10 MG Extended Release Oral Tablet,""
145466,1396381,Clinical Drug Comp,Ferro Duretter,133,100,MG,depottabletter,ferrous sulfate 100 MG,""
7986,19081460,Clinical Drug Comp,Mildison Lipid,133,10,MGG,creme,Hydrocortisone 10 MG,""
174664,40164141,Clinical Drug,Alphagan,133,2,MGM,"øjendråber, opløsning",Brimonidine tartrate 2 MG/ML Ophthalmic Solution,""
272,40019974,Clinical Drug Form,Pulmicort Turbuhaler,132,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
144378,40139916,Clinical Drug Form,Spirocort Pæd,132,50,RGD,"inhalationsspray, suspension",Budesonide / formoterol Inhalant Solution,""
537275,19019418,Clinical Drug,"Omeprazol ""Pensa""",132,20,MG,"enterokapsler, hårde",Omeprazole 20 MG Delayed Release Oral Capsule,""
272,40020306,Clinical Drug Form,Pulmicort Turbuhaler,132,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
418731,968609,Clinical Drug Comp,Mesasal,132,500,MG,suppositorier,mesalamine 500 MG,""
18840,19014880,Clinical Drug,"Azathioprin ""Actavis""",132,50,MG,filmovertrukne tabletter,Azathioprine 50 MG Oral Tablet,""
492405,,Not Mapped*,Madopar Depot,132,,,"depotkapsler, hårde",,N04BA02
12078,,Not Mapped*,Cosaar Plus,132,,,filmovertrukne tabletter,,C09DA01
144378,40020308,Clinical Drug Form,Spirocort Pæd,132,50,RGD,"inhalationsspray, suspension",Budesonide Inhalant Solution,""
