vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
30766,904453,19123105,Clinical Drug,|,"Esomeprazol ""Sandoz""",28,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Delayed Release Oral Capsule,Esomeprazole,40,,,19082255
30766,904453,904458,Clinical Drug,|,"Esomeprazol ""Sandoz""",28,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Delayed Release Oral Tablet,Esomeprazole,40,,,19001949
30766,904453,19101790,Clinical Drug,|,"Esomeprazol ""Sandoz""",28,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Oral Capsule,Esomeprazole,40,,,19082168
30766,904453,19101745,Clinical Drug,|,"Esomeprazol ""Sandoz""",28,40 mg,40,enterotabletter,|,Esomeprazole 40 MG Oral Tablet,Esomeprazole,40,,,19082573
30766,904453,904454,Clinical Drug Comp,|,"Esomeprazol ""Sandoz""",28,40 mg,40,enterotabletter,|,Esomeprazole 40 MG,Esomeprazole,40,,,
30809,,,,|,Adalat,35,10 mg,10,kapsler,|,,,,,,
30947,1154029,,,|,"Fentanyl ""Sandoz""",45,12 mikrogram/time,12,depotplastre,|,,Fentanyl,,,,
30993,1154029,,,|,"Fentanyl ""Sandoz""",34,25 mikrogram/time,25,depotplastre,|,,Fentanyl,,,,
31004,1154029,,,|,"Fentanyl ""Sandoz""",29,25 mikrogram/time,25,depotplastre,|,,Fentanyl,,,,
31070,965748,19106388,Clinical Drug,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,Scopolamine 1 MG Oral Tablet,Scopolamine,1,,,19082573
31070,965748,19019817,Clinical Drug,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,Scopolamine 1 MG/ML Injectable Solution,Scopolamine,,1,,19082103
31070,965748,966064,Clinical Drug,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,butylscopolamine bromide 1 MG/ML Oral Solution,Scopolamine,,1,,19082170
31070,965748,19108883,Clinical Drug Comp,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,Scopolamine 1 MG,Scopolamine,1,,,
31070,965748,965879,Clinical Drug Comp,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,Scopolamine 1 MG/ML,Scopolamine,,1,,
31070,965748,19096833,Clinical Drug Comp,|,Scopoderm,50,1 mg/72 timer,1,depotplastre,|,butylscopolamine bromide 1 MG/ML,Scopolamine,,1,,
31085,1154343,19105478,Clinical Drug,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG Rectal Suppository,Albuterol,1,,,19082200
31085,1154343,1154380,Clinical Drug,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG/ML Inhalant Solution,Albuterol,,1,,19095898
31085,1154343,19061106,Clinical Drug,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG/ML Injectable Solution,Albuterol,,1,,19082103
31085,1154343,1154581,Clinical Drug,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG/ML Oral Solution,Albuterol,,1,,19082170
31085,1154343,19108686,Clinical Drug Comp,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG,Albuterol,1,,,
31085,1154343,19093833,Clinical Drug Comp,|,"Salbutamol ""TEVA""",34,1mg/ml,1,"inhalationsvÃ¦ske til nebulisator, oplÃ¸sning",|,Albuterol 1 MG/ML,Albuterol,,1,,
31099,,,,|,"Losartankalium/hydrochlorthiazid ""Krka""",87,"100+12,5 mg",,filmovertrukne tabletter,|,,,,,,
31351,705103,705158,Clinical Drug,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG Disintegrating Oral Tablet,lamotrigine,200,,,19082076
31351,705103,40161764,Clinical Drug,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG Extended Release Oral Capsule,lamotrigine,200,,,19082077
31351,705103,40172429,Clinical Drug,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG Extended Release Oral Tablet,lamotrigine,200,,,19082079
31351,705103,40172429,Clinical Drug,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG Extended Release Oral Tablet,lamotrigine,200,,,19082257
31351,705103,705110,Clinical Drug,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG Oral Tablet,lamotrigine,200,,,19082573
31351,705103,19081612,Clinical Drug Comp,|,Lamictal,84,200 mg,200,tabletter,|,lamotrigine 200 MG,lamotrigine,200,,,
31393,,,,|,Novorapid Novolet,73,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning",|,,,,,,
31500,,,,|,Alk (802) Hvepsegift,51,100.000 sq-u/ml,100000,"injektionsvÃ¦ske, suspension",|,,,,,,
31559,,,,|,Flixonase,58,50 mikg/dosis,50,nÃ¦sespray,|,,,,,,
31567,19053565,19004588,Clinical Drug,|,Neulactil,81,"2,5 mg",2.5,tabletter,|,periciazine 2.5 MG Oral Tablet,periciazine,2.5,,,19082573
31567,19053565,19053604,Clinical Drug Comp,|,Neulactil,81,"2,5 mg",2.5,tabletter,|,periciazine 2.5 MG,periciazine,2.5,,,
31747,,,,|,Detrusitol Retard,51,"2,8 mg",2.8,"depotkapsler, hÃ¥rde",|,,,,,,
31758,,,,|,Detrusitol Retard,68,"2,8 mg",2.8,"depotkapsler, hÃ¥rde",|,,,,,,
31770,,,,|,Fosavance,25,70 mg + 70 mikrogram,,tabletter,|,,,,,,
31778,1558242,19103642,Clinical Drug,|,"Gemfibrozil ""Alternova""",51,600 mg,600,filmovertrukne tabletter,|,Gemfibrozil 600 MG Oral Capsule,Gemfibrozil,600,,,19082168
31778,1558242,19077577,Clinical Drug,|,"Gemfibrozil ""Alternova""",51,600 mg,600,filmovertrukne tabletter,|,Gemfibrozil 600 MG Oral Tablet,Gemfibrozil,600,,,19082573
31778,1558242,1558249,Clinical Drug Comp,|,"Gemfibrozil ""Alternova""",51,600 mg,600,filmovertrukne tabletter,|,Gemfibrozil 600 MG,Gemfibrozil,600,,,
31796,1332418,19129157,Clinical Drug,|,"Amlodipin ""Orion""",46,5 mg,5,tabletter,|,Amlodipine 5 MG Disintegrating Oral Tablet,Amlodipine,5,,,19082076
31796,1332418,19108731,Clinical Drug,|,"Amlodipin ""Orion""",46,5 mg,5,tabletter,|,Amlodipine 5 MG Extended Release Oral Capsule,Amlodipine,5,,,19082077
31796,1332418,19103475,Clinical Drug,|,"Amlodipin ""Orion""",46,5 mg,5,tabletter,|,Amlodipine 5 MG Oral Capsule,Amlodipine,5,,,19082168
31796,1332418,1332419,Clinical Drug,|,"Amlodipin ""Orion""",46,5 mg,5,tabletter,|,Amlodipine 5 MG Oral Tablet,Amlodipine,5,,,19082573
31796,1332418,1332450,Clinical Drug Comp,|,"Amlodipin ""Orion""",46,5 mg,5,tabletter,|,Amlodipine 5 MG,Amlodipine,5,,,
31849,,,,|,Novorapid Penfill,192,100 E/ml,100,"injektionsvÃ¦ske, oplÃ¸sning",|,,,,,,
31874,1517070,,,|,Minirin,34,120 mikg,120,smeltetabletter,|,,desmopressin,,,,
31954,19102097,,,|,Spiriva Respimat,25,"2,5 mikrogram",2.5,"inhalationsvÃ¦ske, oplÃ¸sning",|,,tiotropium bromide,,,,
31963,,,,|,Pulmicort,396,200 mikrogram/dosis,200,"inhalationsspray, suspension",|,,,,,,
31971,1370109,40173979,Clinical Drug,|,"Sotalol ""Mylan""",33,160 mg,160,tabletter,|,Sotalol Hydrochloride 160 MG Oral Tablet,Sotalol,160,,,19082573
31971,1370109,1370182,Clinical Drug Comp,|,"Sotalol ""Mylan""",33,160 mg,160,tabletter,|,Sotalol 160 MG,Sotalol,160,,,
31971,1370109,40173978,Clinical Drug Comp,|,"Sotalol ""Mylan""",33,160 mg,160,tabletter,|,Sotalol Hydrochloride 160 MG,Sotalol,160,,,
31997,1370109,40173997,Clinical Drug,|,"Sotalol ""Mylan""",347,80 mg,80,tabletter,|,Sotalol Hydrochloride 80 MG Oral Tablet,Sotalol,80,,,19082573
31997,1370109,1370151,Clinical Drug Comp,|,"Sotalol ""Mylan""",347,80 mg,80,tabletter,|,Sotalol 80 MG,Sotalol,80,,,
31997,1370109,40173996,Clinical Drug Comp,|,"Sotalol ""Mylan""",347,80 mg,80,tabletter,|,Sotalol Hydrochloride 80 MG,Sotalol,80,,,
31999,,,,|,"Amoxicillin/clavuvlansyre ""2care4""",157,500 mg + 125 mg,,filmovertrukne tabletter,|,,,,,,
32296,,,,|,INexium,40,40 mg,40,enterotabletter,|,,,,,,
32369,,,,|,Esopral,40,20 mg,20,enterotabletter,|,,,,,,
32378,,,,|,Esopral,27,20 mg,20,enterotabletter,|,,,,,,
32387,,,,|,Esopral,30,20 mg,20,enterotabletter,|,,,,,,
32423,,,,|,Memac,36,10 mg,10,filmovertrukne tabletter,|,,,,,,
32442,,,,|,Esopral,44,40 mg,40,enterotabletter,|,,,,,,
32474,,,,|,Lamictal,34,100 mg,100,tabletter,|,,,,,,
32510,,,,|,Spiriva,27,18 mikrogram,18,inhalationspulver i kapsler,|,,,,,,
32556,1360332,1360411,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",53,400 mg,400,filmovertrukne tabletter,|,Glucosamine 400 MG,Glucosamine,400,,,
32556,1360332,19132996,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",53,400 mg,400,filmovertrukne tabletter,|,Glucosamine hydrochloride 400 MG,Glucosamine,400,,,
32566,915542,40164141,Clinical Drug,|,"Brimonidintartrat ""Teva""",38,2 mg/ml,2,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,Brimonidine tartrate 2 MG/ML Ophthalmic Solution,brimonidine,,2,,19129634
32566,915542,40164137,Clinical Drug Comp,|,"Brimonidintartrat ""Teva""",38,2 mg/ml,2,"Ã¸jendrÃ¥ber, oplÃ¸sning",|,Brimonidine tartrate 2 MG/ML,brimonidine,,2,,
32567,1360332,1360411,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",74,400 mg,400,filmovertrukne tabletter,|,Glucosamine 400 MG,Glucosamine,400,,,
32567,1360332,19132996,Clinical Drug Comp,|,"Glucosamin ""Copyfarm""",74,400 mg,400,filmovertrukne tabletter,|,Glucosamine hydrochloride 400 MG,Glucosamine,400,,,
32634,923645,19019418,Clinical Drug,|,"Omeprazol ""AGP""",36,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Capsule,Omeprazole,20,,,19082255
32634,923645,19102189,Clinical Drug,|,"Omeprazol ""AGP""",36,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Delayed Release Oral Tablet,Omeprazole,20,,,19001949
32634,923645,19122142,Clinical Drug,|,"Omeprazol ""AGP""",36,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Extended Release Oral Capsule,Omeprazole,20,,,19082077
32634,923645,19101743,Clinical Drug,|,"Omeprazol ""AGP""",36,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG Oral Tablet,Omeprazole,20,,,19082573
32634,923645,19081767,Clinical Drug Comp,|,"Omeprazol ""AGP""",36,20 mg,20,"enterokapsler, hÃ¥rde",|,Omeprazole 20 MG,Omeprazole,20,,,
32748,,,,|,Melleril,35,25 mg,25,filmovertrukne tabletter,|,,,,,,
33027,,,,|,Zocor,26,20 mg,20,filmovertrukne tabletter,|,,,,,,
33191,19037989,19103282,Clinical Drug,|,Prothiaden,88,75 mg,75,overtrukne tabletter,|,Dothiepin 75 MG Oral Capsule,Dothiepin,75,,,19082168
33191,19037989,19038021,Clinical Drug,|,Prothiaden,88,75 mg,75,overtrukne tabletter,|,Dothiepin 75 MG Oral Tablet,Dothiepin,75,,,19082573
33191,19037989,19087804,Clinical Drug Comp,|,Prothiaden,88,75 mg,75,overtrukne tabletter,|,Dothiepin 75 MG,Dothiepin,75,,,
33251,,,,|,Tobradex,406,1+3 mg/ml,,"Ã¸jendrÃ¥ber, suspension",|,,,,,,
33309,,,,|,"Atacand Zid 8 mg/12,5 mg",25,"8+12,5 mg",,tabletter,|,,,,,,
33590,948078,948079,Clinical Drug,|,"Pantoprazol ""Actavis""",88,20 mg,20,enterotabletter,|,pantoprazole 20 MG Delayed Release Oral Tablet,pantoprazole,20,,,19001949
33590,948078,948104,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",88,20 mg,20,enterotabletter,|,pantoprazole 20 MG,pantoprazole,20,,,
33612,948078,19080217,Clinical Drug,|,"Pantoprazol ""Actavis""",107,40 mg,40,enterotabletter,|,pantoprazole 40 MG Delayed Release Oral Tablet,pantoprazole,40,,,19001949
33612,948078,19113991,Clinical Drug,|,"Pantoprazol ""Actavis""",107,40 mg,40,enterotabletter,|,pantoprazole 40 MG Extended Release Oral Tablet,pantoprazole,40,,,19082079
33612,948078,19129540,Clinical Drug,|,"Pantoprazol ""Actavis""",107,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Granules,pantoprazole,40,,,19082651
33612,948078,948108,Clinical Drug,|,"Pantoprazol ""Actavis""",107,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Suspension,pantoprazole,40,,,19082191
33612,948078,19085107,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",107,40 mg,40,enterotabletter,|,pantoprazole 40 MG,pantoprazole,40,,,
33615,,,,|,"Azithromycin ""ratiopharm""",31,500 mg,500,filmovertrukne tabletter,|,,,,,,
33623,948078,19080217,Clinical Drug,|,"Pantoprazol ""Actavis""",177,40 mg,40,enterotabletter,|,pantoprazole 40 MG Delayed Release Oral Tablet,pantoprazole,40,,,19001949
33623,948078,19113991,Clinical Drug,|,"Pantoprazol ""Actavis""",177,40 mg,40,enterotabletter,|,pantoprazole 40 MG Extended Release Oral Tablet,pantoprazole,40,,,19082079
33623,948078,19129540,Clinical Drug,|,"Pantoprazol ""Actavis""",177,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Granules,pantoprazole,40,,,19082651
33623,948078,948108,Clinical Drug,|,"Pantoprazol ""Actavis""",177,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Suspension,pantoprazole,40,,,19082191
33623,948078,19085107,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",177,40 mg,40,enterotabletter,|,pantoprazole 40 MG,pantoprazole,40,,,
33624,,,,|,"Azithromycin ""ratiopharm""",63,500 mg,500,filmovertrukne tabletter,|,,,,,,
33688,,,,|,Inderal,25,80 mg,80,filmovertrukne tabletter,|,,,,,,
33781,1153428,40223807,Clinical Drug,|,Telfast,34,120 mg,120,filmovertrukne tabletter,|,Fexofenadine hydrochloride 120 MG Oral Tablet,fexofenadine,120,,,19082573
33781,1153428,40223806,Clinical Drug Comp,|,Telfast,34,120 mg,120,filmovertrukne tabletter,|,Fexofenadine hydrochloride 120 MG,fexofenadine,120,,,
33870,,,,|,Fortzaar,48,100 + 25 mg,,filmovertrukne tabletter,|,,,,,,
33924,1510813,40165245,Clinical Drug,|,Crestor,161,10 mg,10,filmovertrukne tabletter,|,Rosuvastatin calcium 10 MG Oral Tablet,rosuvastatin,10,,,19082573
33924,1510813,40165244,Clinical Drug Comp,|,Crestor,161,10 mg,10,filmovertrukne tabletter,|,Rosuvastatin calcium 10 MG,rosuvastatin,10,,,
34038,916005,916006,Clinical Drug,|,Vesicare,47,5 mg,5,filmovertrukne tabletter,|,solifenacin succinate 5 MG Oral Tablet,Solifenacin,5,,,19082573
34038,916005,916007,Clinical Drug Comp,|,Vesicare,47,5 mg,5,filmovertrukne tabletter,|,solifenacin succinate 5 MG,Solifenacin,5,,,
34058,,,,|,Zestril,26,5 mg,5,tabletter,|,,,,,,
34116,,,,|,Sofradex,63,,,Ã¸jen- og Ã¸redrÃ¥ber,|,,,,,,
34230,948078,948079,Clinical Drug,|,"Pantoprazol ""Actavis""",81,20 mg,20,enterotabletter,|,pantoprazole 20 MG Delayed Release Oral Tablet,pantoprazole,20,,,19001949
34230,948078,948104,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",81,20 mg,20,enterotabletter,|,pantoprazole 20 MG,pantoprazole,20,,,
34231,,,,|,Zestril,62,5 mg,5,tabletter,|,,,,,,
34241,948078,19080217,Clinical Drug,|,"Pantoprazol ""Actavis""",50,40 mg,40,enterotabletter,|,pantoprazole 40 MG Delayed Release Oral Tablet,pantoprazole,40,,,19001949
34241,948078,19113991,Clinical Drug,|,"Pantoprazol ""Actavis""",50,40 mg,40,enterotabletter,|,pantoprazole 40 MG Extended Release Oral Tablet,pantoprazole,40,,,19082079
34241,948078,19129540,Clinical Drug,|,"Pantoprazol ""Actavis""",50,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Granules,pantoprazole,40,,,19082651
34241,948078,948108,Clinical Drug,|,"Pantoprazol ""Actavis""",50,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Suspension,pantoprazole,40,,,19082191
34241,948078,19085107,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",50,40 mg,40,enterotabletter,|,pantoprazole 40 MG,pantoprazole,40,,,
34253,948078,19080217,Clinical Drug,|,"Pantoprazol ""Actavis""",317,40 mg,40,enterotabletter,|,pantoprazole 40 MG Delayed Release Oral Tablet,pantoprazole,40,,,19001949
34253,948078,19113991,Clinical Drug,|,"Pantoprazol ""Actavis""",317,40 mg,40,enterotabletter,|,pantoprazole 40 MG Extended Release Oral Tablet,pantoprazole,40,,,19082079
34253,948078,19129540,Clinical Drug,|,"Pantoprazol ""Actavis""",317,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Granules,pantoprazole,40,,,19082651
34253,948078,948108,Clinical Drug,|,"Pantoprazol ""Actavis""",317,40 mg,40,enterotabletter,|,pantoprazole 40 MG Oral Suspension,pantoprazole,40,,,19082191
34253,948078,19085107,Clinical Drug Comp,|,"Pantoprazol ""Actavis""",317,40 mg,40,enterotabletter,|,pantoprazole 40 MG,pantoprazole,40,,,
34322,,,,|,Zestril,54,10 mg,10,tabletter,|,,,,,,
34348,,,,|,Zestril,128,10 mg,10,tabletter,|,,,,,,
34371,,,,|,Zestril,32,20 mg,20,tabletter,|,,,,,,
34405,,,,|,Zestril,60,20 mg,20,tabletter,|,,,,,,
34461,,,,|,Spirocort,153,100 mikg/dosis,100,"inhalationsspray, suspension",|,,,,,,
34471,,,,|,Spirocort,222,200 mikg/dosis,200,"inhalationsspray, suspension",|,,,,,,
34498,,,,|,Asasantin Retard,182,200 + 25 mg,,"depotkapsler, hÃ¥rde",|,,,,,,
34553,,,,|,Dantrium,42,25 mg,25,kapsler,|,,,,,,
34562,1597756,1597772,Clinical Drug,|,"Glimepirid ""KRKA""",31,2 mg,2,tabletter,|,glimepiride 2 MG Oral Tablet,glimepiride,2,,,19082573
34562,1597756,1597776,Clinical Drug Comp,|,"Glimepirid ""KRKA""",31,2 mg,2,tabletter,|,glimepiride 2 MG,glimepiride,2,,,
34589,1125315,19125056,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Chewable Tablet,Acetaminophen,500,,,19135866
34589,1125315,19096600,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Delayed Release Oral Capsule,Acetaminophen,500,,,19082255
34589,1125315,19122503,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Disintegrating Oral Tablet,Acetaminophen,500,,,19082076
34589,1125315,44818333,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Effervescent Oral Tablet,Acetaminophen,500,,,44817840
34589,1125315,1125360,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Oral Capsule,Acetaminophen,500,,,19082168
34589,1125315,19020053,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Oral Tablet,Acetaminophen,500,,,19082573
34589,1125315,19063318,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG Rectal Suppository,Acetaminophen,500,,,19082200
34589,1125315,19106027,Clinical Drug,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG/ML Oral Solution,Acetaminophen,,500,,19082170
34589,1125315,1127527,Clinical Drug Comp,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG,Acetaminophen,500,,,
34589,1125315,19108623,Clinical Drug Comp,|,Panodil Retard,222,500 mg,500,depottabletter,|,Acetaminophen 500 MG/ML,Acetaminophen,,500,,
34686,,,,|,Kerlon,42,20 mg,20,tabletter,|,,,,,,
34725,1125315,19125056,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Chewable Tablet,Acetaminophen,500,,,19135866
34725,1125315,19096600,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Delayed Release Oral Capsule,Acetaminophen,500,,,19082255
34725,1125315,19122503,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Disintegrating Oral Tablet,Acetaminophen,500,,,19082076
34725,1125315,44818333,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Effervescent Oral Tablet,Acetaminophen,500,,,44817840
34725,1125315,1125360,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Oral Capsule,Acetaminophen,500,,,19082168
34725,1125315,19020053,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Oral Tablet,Acetaminophen,500,,,19082573
34725,1125315,19063318,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG Rectal Suppository,Acetaminophen,500,,,19082200
34725,1125315,19106027,Clinical Drug,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG/ML Oral Solution,Acetaminophen,,500,,19082170
34725,1125315,1127527,Clinical Drug Comp,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG,Acetaminophen,500,,,
34725,1125315,19108623,Clinical Drug Comp,|,Panodil Retard,82,500 mg,500,depottabletter,|,Acetaminophen 500 MG/ML,Acetaminophen,,500,,
34934,1124300,40162321,Clinical Drug,|,Voltaren Ophtha,29,1 mg/ml,1,"Ã¸jendrÃ¥ber, enkeltdosisbeholder",|,Diclofenac Sodium 1 MG/ML Ophthalmic Solution,Diclofenac,,1,,19129634
34934,1124300,40162320,Clinical Drug Comp,|,Voltaren Ophtha,29,1 mg/ml,1,"Ã¸jendrÃ¥ber, enkeltdosisbeholder",|,Diclofenac Sodium 1 MG/ML,Diclofenac,,1,,
35064,1367500,40185276,Clinical Drug,|,"Losartankalium ""Actavis""",156,100 mg,100,filmovertrukne tabletter,|,Losartan Potassium 100 MG Oral Tablet,Losartan,100,,,19082573
35064,1367500,40185275,Clinical Drug Comp,|,"Losartankalium ""Actavis""",156,100 mg,100,filmovertrukne tabletter,|,Losartan Potassium 100 MG,Losartan,100,,,
35154,742267,43560765,Clinical Drug,|,Topimax,93,25 mg,25,filmovertrukne tabletter,|,topiramate 25 MG Extended Release Oral Capsule,topiramate,25,,,19082077
35154,742267,19028938,Clinical Drug,|,Topimax,93,25 mg,25,filmovertrukne tabletter,|,topiramate 25 MG Oral Capsule,topiramate,25,,,19082168
35154,742267,742303,Clinical Drug,|,Topimax,93,25 mg,25,filmovertrukne tabletter,|,topiramate 25 MG Oral Tablet,topiramate,25,,,19082573
35154,742267,742311,Clinical Drug Comp,|,Topimax,93,25 mg,25,filmovertrukne tabletter,|,topiramate 25 MG,topiramate,25,,,
35170,742267,43560768,Clinical Drug,|,Topimax,93,50 mg,50,filmovertrukne tabletter,|,topiramate 50 MG Extended Release Oral Capsule,topiramate,50,,,19082077
35170,742267,742308,Clinical Drug,|,Topimax,93,50 mg,50,filmovertrukne tabletter,|,topiramate 50 MG Oral Capsule,topiramate,50,,,19082168
35170,742267,742268,Clinical Drug,|,Topimax,93,50 mg,50,filmovertrukne tabletter,|,topiramate 50 MG Oral Tablet,topiramate,50,,,19082573
35170,742267,742343,Clinical Drug Comp,|,Topimax,93,50 mg,50,filmovertrukne tabletter,|,topiramate 50 MG,topiramate,50,,,
35212,968426,19060674,Clinical Drug,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG Delayed Release Oral Tablet,mesalamine,500,,,19001949
35212,968426,968635,Clinical Drug,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG Extended Release Oral Capsule,mesalamine,500,,,19082077
35212,968426,19064967,Clinical Drug,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG Extended Release Oral Tablet,mesalamine,500,,,19082079
35212,968426,19022285,Clinical Drug,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG Oral Tablet,mesalamine,500,,,19082573
35212,968426,968429,Clinical Drug,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG Rectal Suppository,mesalamine,500,,,19082200
35212,968426,968609,Clinical Drug Comp,|,Pentasa,39,500 mg,500,depottabletter,|,mesalamine 500 MG,mesalamine,500,,,
35315,929887,929953,Clinical Drug,|,"Lansoprazol ""Stada""",34,15 mg,15,"enterokapsler, hÃ¥rde",|,lansoprazole 15 MG Delayed Release Oral Capsule,lansoprazole,15,,,19082255
35315,929887,929924,Clinical Drug,|,"Lansoprazol ""Stada""",34,15 mg,15,"enterokapsler, hÃ¥rde",|,lansoprazole 15 MG Disintegrating Oral Tablet,lansoprazole,15,,,19082076
35315,929887,19095231,Clinical Drug Comp,|,"Lansoprazol ""Stada""",34,15 mg,15,"enterokapsler, hÃ¥rde",|,lansoprazole 15 MG,lansoprazole,15,,,
35369,1307046,40167213,Clinical Drug,|,"Metoprololsuccinat ""Teva""",41,25 mg,25,depottabletter,|,Metoprolol Tartrate 25 MG Oral Tablet,Metoprolol,25,,,19082573
35369,1307046,40167211,Clinical Drug,|,"Metoprololsuccinat ""Teva""",41,25 mg,25,depottabletter,|,metoprolol succinate 25 MG Extended Release Oral Tablet,Metoprolol,25,,,19082079
