Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28101419890,Caninsulin Vet.,,"injektionsvæske, suspension",40 IE/ml,"Insulin, porcint",Intervet International B.V.,QA10AC03,National,DKMA,21-09-1999,Ja,,
28105635715,Canixin DHPPi/L,,"lyofilisat og suspension til injektionsvæske, suspension",,"Canine parainfluenzavirus, stamme Manhattan, Canine parvovirus, stamme CPV 780916, Canint adenovirus type 2, stamme Manhattan, Canint distempervirus stamme Lederle, LEPTOSPIRA CANICOLA, INAKTIVERET, LEPTOSPIRA ICTEROHÆMORRHAGIA, INAKTIVERET",Virbac S.A.,QI07AI02,MRP,CMS,14-03-2016,Nej,,
28105309613,Canizol Vet.,,tabletter,200 mg,KETOCONAZOL,Le Vet Beheer B.V.,QJ02AB02,Decentral procedure,CMS,04-09-2014,Ja,,
28105309713,Canizol Vet.,,tabletter,400 mg,KETOCONAZOL,Le Vet Beheer B.V.,QJ02AB02,Decentral procedure,CMS,04-09-2014,Ja,,
28103867005,Canoderm,,creme,5%,UREA,ACO Hud Nordic AB,D02AE01,MRP,CMS,18-04-2006,Nej,,
28105408014,Canor Vet.,,"øredråber, suspension",,"CLOTRIMAZOL, Dexamethasonacetat, Marbofloxacin",Norbrook Laboratories Ltd.,QS02CA06,Decentral procedure,CMS,28-08-2015,Nej,,
28104696310,Cantar,,tabletter,16 mg,CANDESARTANCILEXETIL,Teva Denmark A/S,C09CA06,Decentral procedure,CMS,06-03-2012,Nej,,
28104696410,Cantar,,tabletter,32 mg,CANDESARTANCILEXETIL,Teva Denmark A/S,C09CA06,Decentral procedure,CMS,06-03-2012,Nej,,
28104696110,Cantar,,tabletter,4 mg,CANDESARTANCILEXETIL,Teva Denmark A/S,C09CA06,Decentral procedure,CMS,06-03-2012,Nej,,
28104696210,Cantar,,tabletter,8 mg,CANDESARTANCILEXETIL,Teva Denmark A/S,C09CA06,Decentral procedure,CMS,06-03-2012,Nej,,
28104285908,Canvag,,vaginaltabletter og creme,100 mg+10 mg/g,CLOTRIMAZOL,Dr. Kade,G01AF02,National,DKMA,11-05-2010,Nej,,
28103129899,Capcor,,tabletter,25 mg,CAPTOPRIL,Hexal AG,C09AA01,MRP,RMS,27-08-2001,Ja,,
28103129999,Capcor,,tabletter,50 mg,CAPTOPRIL,Hexal AG,C09AA01,MRP,RMS,27-08-2001,Ja,,
28104896211,"Capecitabin ""Actavis""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Actavis Group PTC ehf.,L01BC06,Decentral procedure,CMS,18-06-2012,Nej,,
28104896311,"Capecitabin ""Actavis""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Actavis Group PTC ehf.,L01BC06,Decentral procedure,CMS,18-06-2012,Nej,,
28104891211,"Capecitabine ""Accord""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Accord Healthcare Limited,L01BC06,Central,MOD,20-04-2013,Ja,,
28104891311,"Capecitabine ""Accord""",,filmovertrukne tabletter,300 mg,CAPECITABIN,Accord Healthcare Limited,L01BC06,Central,MOD,20-04-2013,Nej,,
28104891411,"Capecitabine ""Accord""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Accord Healthcare Limited,L01BC06,Central,MOD,20-04-2013,Ja,,
28104893811,"Capecitabine ""Fresenius Kabi""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Fresenius Kabi Oncology Plc.,L01BC06,Decentral procedure,CMS,28-09-2012,Nej,,
28104893911,"Capecitabine ""Fresenius Kabi""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Fresenius Kabi Oncology Plc.,L01BC06,Decentral procedure,CMS,28-09-2012,Nej,,
28104997711,"Capecitabine ""medac""",,filmovertrukne tabletter,150 mg,CAPECITABIN,"medac, Gesellschaft fur klinisch",L01BC06,Central,MOD,19-11-2012,Nej,,
28104997811,"Capecitabine ""medac""",,filmovertrukne tabletter,300 mg,CAPECITABIN,"medac, Gesellschaft fur klinisch",L01BC06,Central,MOD,19-11-2012,Nej,,
28104997911,"Capecitabine ""medac""",,filmovertrukne tabletter,500 mg,CAPECITABIN,"medac, Gesellschaft fur klinisch",L01BC06,Central,MOD,19-11-2012,Nej,,
28105221313,"Capecitabine ""Orion""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Orion Corporation,L01BC06,Decentral procedure,CMS,11-02-2014,Nej,,
28105221413,"Capecitabine ""Orion""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Orion Corporation,L01BC06,Decentral procedure,CMS,11-02-2014,Ja,,
28104964211,"Capecitabine ""PharOS""",,filmovertrukne tabletter,150 mg,CAPECITABIN,PharOS - Pharmaceuticals,L01BC06,Decentral procedure,CMS,26-10-2012,Nej,,
28104964311,"Capecitabine ""PharOS""",,filmovertrukne tabletter,500 mg,CAPECITABIN,PharOS - Pharmaceuticals,L01BC06,Decentral procedure,CMS,26-10-2012,Nej,,
28104980111,"Capecitabine ""Sandoz""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Sandoz A/S,L01BC06,Decentral procedure,CMS,22-04-2013,Nej,,
28104980211,"Capecitabine ""Sandoz""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Sandoz A/S,L01BC06,Decentral procedure,CMS,22-04-2013,Nej,,
28105296213,"Capecitabin ""Fair-Med""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Fair-Med Healthcare GmbH,L01BC06,Decentral procedure,CMS,13-04-2015,Nej,,
28105296313,"Capecitabin ""Fair-Med""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Fair-Med Healthcare GmbH,L01BC06,Decentral procedure,CMS,13-04-2015,Nej,,
28104867911,"Capecitabin ""Stada""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Stada Arzneimittel AG,L01BC06,Decentral procedure,CMS,29-03-2012,Ja,,
28104868011,"Capecitabin ""Stada""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Stada Arzneimittel AG,L01BC06,Decentral procedure,CMS,29-03-2012,Ja,,
28105119512,"Capecitabin ""SUN""",,filmovertrukne tabletter,150 mg,CAPECITABIN,SUN Pharmaceutical Industries,L01BC06,Central,MOD,21-06-2013,Ja,,
28105119612,"Capecitabin ""SUN""",,filmovertrukne tabletter,500 mg,CAPECITABIN,SUN Pharmaceutical Industries,L01BC06,Central,MOD,21-06-2013,Ja,,
28104890611,"Capecitabin ""Teva""",,filmovertrukne tabletter,150 mg,CAPECITABIN,Teva Pharma B.V.,L01BC06,Central,MOD,20-04-2012,Nej,,
28104890711,"Capecitabin ""Teva""",,filmovertrukne tabletter,500 mg,CAPECITABIN,Teva Pharma B.V.,L01BC06,Central,MOD,20-04-2012,Nej,,
28105073612,Capelym,,filmovertrukne tabletter,150 mg,CAPECITABIN,Mylan Hospital AS,L01BC06,Decentral procedure,CMS,04-12-2013,Nej,,
28105073712,Capelym,,filmovertrukne tabletter,500 mg,CAPECITABIN,Mylan Hospital AS,L01BC06,Decentral procedure,CMS,04-12-2013,Nej,,
28101073581,Capiven,,filmovertrukne tabletter,450 + 50 mg,"DIOSMIN, HESPERIDIN",Les Laboratoires Servier,C05CA53,National,DKMA,30-03-1990,Ja,,
28104777710,Caprelsa,,filmovertrukne tabletter,100 mg,Vandetanib,AstraZeneca AB,L01XE12,Central,MOD,17-02-2012,Ja,,
28104777810,Caprelsa,,filmovertrukne tabletter,300 mg,Vandetanib,AstraZeneca AB,L01XE12,Central,MOD,17-02-2012,Ja,,
28120215493,Capsion,,kapsler,,Natriumiodid (131-I),Cis Bio International Oris Ind.,V10XA01,National,DKMA,26-01-1996,Nej,,
28103359702,Capstar Vet. til katte og små hunde,,tabletter,"11,4 mg",NITENPYRAM,Novartis Healthcare A/S,QP53BX02,MRP,CMS,15-08-2002,Ja,,
28103359802,Capstar Vet. til store hunde,,tabletter,57 mg,NITENPYRAM,Novartis Healthcare A/S,QP53BX02,MRP,CMS,15-08-2002,Ja,,
28103063599,Capthydro,,tabletter,50+25 mg,"CAPTOPRIL, HYDROCHLORTHIAZID",Sandoz GmbH,C09BA01,MRP,RMS,12-02-1999,Nej,,
28105218613,"Captopril ""EuroPharma""",,tabletter,50 mg,CAPTOPRIL,EuroPharma.DK ApS,C09AA01,Par-Imp,DKMA,25-09-2013,Ja,,
28103063299,"Captopril/Hydrochlorthiazid ""ratiopharm""",,tabletter,"25 mg+12,5 mg","CAPTOPRIL, HYDROCHLORTHIAZID",ratiopharm GmbH,C09BA01,MRP,RMS,26-02-1999,Nej,,
28103063399,"Captopril/Hydrochlorthiazid ""ratiopharm""",,tabletter,50 mg+25 mg,"CAPTOPRIL, HYDROCHLORTHIAZID",ratiopharm GmbH,C09BA01,MRP,RMS,26-02-1999,Nej,,
28101517192,"Captopril ""Mylan""",,tabletter,"12,5 mg",CAPTOPRIL,Mylan AB,C09AA01,MRP,RMS,05-02-1993,Nej,,
28101517292,"Captopril ""Mylan""",,tabletter,25 mg,CAPTOPRIL,Mylan AB,C09AA01,MRP,RMS,05-02-1993,Nej,,
28101517392,"Captopril ""Mylan""",,tabletter,50 mg,CAPTOPRIL,Mylan AB,C09AA01,MRP,RMS,05-02-1993,Nej,,
28101818296,"Captopril ""Stada""",,tabletter,"12,5 mg",CAPTOPRIL,Stada Arzneimittel AG,C09AA01,MRP,RMS,09-01-1997,Ja,,
28101818396,"Captopril ""Stada""",,tabletter,25 mg,CAPTOPRIL,Stada Arzneimittel AG,C09AA01,MRP,RMS,09-01-1997,Ja,,
28101818496,"Captopril ""Stada""",,tabletter,50 mg,CAPTOPRIL,Stada Arzneimittel AG,C09AA01,MRP,RMS,09-01-1997,Ja,,
28103310401,Carbaglu,,dispergible tabletter,200 mg,Cargluminsyre,Orphan Europe SARL,A16AA05,Central,MOD,24-01-2003,Ja,,
28105417214,"Carbidopa/levodopa ""Fair-Med""",,tabletter,"12,5+50 mg","CARBIDOPA, LEVODOPA",Fair-Med Healthcare GmbH,N04BA02,Decentral procedure,CMS,18-02-2016,Nej,,
28105417314,"Carbidopa/levodopa ""Fair-Med""",,tabletter,25+100 mg,"CARBIDOPA, LEVODOPA",Fair-Med Healthcare GmbH,N04BA02,Decentral procedure,CMS,18-02-2016,Nej,,
28101001756,Carbocain,,"injektionsvæske, opløsning",10 mg/ml,MEPIVACAINHYDROCHLORID,AstraZeneca A/S,N01BB03,National,DKMA,05-12-1956,Ja,,
28101001856,Carbocain,,"injektionsvæske, opløsning",20 mg/ml,MEPIVACAINHYDROCHLORID,AstraZeneca A/S,N01BB03,National,DKMA,05-12-1956,Ja,,
28101002056,Carbocain-adrenalin,,injektionsvæske,10 mg/ml+5 mikrog/ml,"ADRENALINTARTRAT, MEPIVACAINHYDROCHLORID",AstraZeneca A/S,N01BB53,National,DKMA,05-12-1956,Ja,,
28101002156,Carbocain-adrenalin,,injektionsvæske,20 mg/ml+5 mikrog/ml,"ADRENALINTARTRAT, MEPIVACAINHYDROCHLORID",AstraZeneca A/S,N01BB53,National,DKMA,05-12-1956,Ja,,
28101001956,Carbocain-adrenalin,,injektionsvæske,5 mg/ml+5 mikrog./ml,"ADRENALINTARTRAT, MEPIVACAINHYDROCHLORID",AstraZeneca A/S,N01BB53,National,DKMA,05-12-1956,Ja,,
28104370608,Carbomedac,,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Medac Gesellschaft für klinische,L01XA02,MRP,CMS,11-02-2009,Nej,,
28105432914,CARBOMIX,,granulat til oral suspension,,Aktivt kul,Paranova Danmark A/S,A07BA01,Par-Imp,DKMA,25-09-2014,Ja,,
28105636815,Carbomix,,granulat til oral suspension,,Aktivt kul,EuroPharma.DK ApS,A07BA01,Par-Imp,DKMA,19-08-2015,Ja,,
28104134407,"Carboplatin ""Accord""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Accord Healthcare Limited,L01XA02,Decentral procedure,CMS,15-05-2009,Ja,,
28104317408,"Carboplatin ""Actavis""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Actavis Group PTC ehf.,L01XA02,Decentral procedure,CMS,01-07-2010,Ja,,
28103600203,"Carboplatin ""Ebewe""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Ebewe Pharma Ges.m.b.H. Nfg. KG,L01XA02,National,DKMA,28-06-2005,Nej,,
28104806210,"Carboplatin ""Fresenius Kabi""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Fresenius Kabi Oncology Plc.,L01XA02,Decentral procedure,CMS,02-04-2012,Ja,,
28101408090,"Carboplatin ""Hospira""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Hospira Nordic AB,L01XA02,National,DKMA,12-03-1992,Ja,,
28104623309,"Carboplatin ""Mylan""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Mylan Hospital AS,L01XA02,Decentral procedure,CMS,18-01-2011,Nej,,
28101553493,"Carboplatin ""Pfizer""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Pfizer ApS,L01XA02,National,DKMA,07-07-1995,Nej,,
28103732104,"Carboplatin ""Seacross""",,"koncentrat til infusionsvæske, opløsning",10 mg/ml,CARBOPLATIN,Seacross Pharmaceuticals Ltd,L01XA02,National,DKMA,29-09-2006,Nej,,
28104952611,Cardalis,,tabletter,10 mg/80 mg,"BENAZEPRILHYDROCHLORID, SPIRONOLACTON",Ceva Sante Animale,QC09BA07,Central,MOD,23-07-2012,Nej,,
28104952411,Cardalis,,tabletter,"2,5 mg/20 mg","BENAZEPRILHYDROCHLORID, SPIRONOLACTON",Ceva Sante Animale,QC09BA07,Central,MOD,23-07-2012,Ja,,
28104952511,Cardalis,,tabletter,5 mg/40 mg,"BENAZEPRILHYDROCHLORID, SPIRONOLACTON",Ceva Sante Animale,QC09BA07,Central,MOD,23-07-2012,Ja,,
28101219685,Cardil,,depottabletter,120 mg,DILTIAZEMHYDROCHLORID,Orion Corporation,C08DB01,National,DKMA,16-03-1987,Ja,,
28104143907,Cardil,,depottabletter,120 mg,DILTIAZEMHYDROCHLORID,EuroPharma.DK ApS,C08DB01,Par-Imp,DKMA,30-08-2007,Ja,,
28104900911,Cardil,,depottabletter,120 mg,DILTIAZEMHYDROCHLORID,2care4 ApS,C08DB01,Par-Imp,DKMA,03-08-2011,Ja,,
28105034020,Cardil,,depottabletter,120 mg,DILTIAZEMHYDROCHLORID,Orifarm A/S,C08DB01,Par-Imp,DKMA,27-03-2012,Ja,,
28101219585,Cardil,,depottabletter,60 mg,DILTIAZEMHYDROCHLORID,Orion Corporation,C08DB01,National,DKMA,16-03-1987,Ja,,
28103049098,Cardiostad,,tabletter,10 mg,"LISINOPRIL, VANDFRI",Stada Arzneimittel AG,C09AA03,MRP,RMS,31-08-1999,Ja,,
28103049198,Cardiostad,,tabletter,20 mg,"LISINOPRIL, VANDFRI",Stada Arzneimittel AG,C09AA03,MRP,RMS,31-08-1999,Ja,,
28103048898,Cardiostad,,tabletter,"2,5 mg","LISINOPRIL, VANDFRI",Stada Arzneimittel AG,C09AA03,MRP,RMS,31-08-1999,Nej,,
28103048998,Cardiostad,,tabletter,5 mg,LISINOPRILDIHYDRAT,Stada Arzneimittel AG,C09AA03,MRP,RMS,31-08-1999,Ja,,
28104711110,Cardisure Flavoured Vet.,,tabletter,10 mg,Pimobendan,Eurovet Animal Health B.V.,QC01CE90,Decentral procedure,CMS,27-07-2011,Nej,,
28104710810,Cardisure Flavoured Vet.,,tabletter,"1,25 mg",Pimobendan,Eurovet Animal Health B.V.,QC01CE90,Decentral procedure,CMS,27-07-2011,Ja,,
28104710910,Cardisure Flavoured Vet.,,tabletter,"2,5 mg",Pimobendan,Eurovet Animal Health B.V.,QC01CE90,Decentral procedure,CMS,27-07-2011,Ja,,
28104711010,Cardisure Flavoured Vet.,,tabletter,5 mg,Pimobendan,Eurovet Animal Health B.V.,QC01CE90,Decentral procedure,CMS,27-07-2011,Ja,,
28105500214,Carditimib,,tabletter,10 mg,EZETIMIB,Gedeon Richter Plc.,C10AX09,Decentral procedure,RMS,23-02-2016,Nej,,
28104776610,Cardizem Uno,,depottabletter,240 mg,DILTIAZEMHYDROCHLORID,2care4 ApS,C08DB01,Par-Imp,DKMA,29-01-2013,Ja,,
28105268913,Cardizem Uno,,depottabletter,240 mg,DILTIAZEMHYDROCHLORID,Orifarm A/S,C08DB01,Par-Imp,DKMA,31-10-2013,Ja,,
28101184184,Cardopax Retard,,depottabletter,40 mg,ISOSORBIDDINITRAT,Orion Corporation,C01DA08,National,DKMA,07-02-1985,Ja,,
28103432802,Cardoreg,,depottabletter,4 mg,DOXAZOSINMESILAT,ratiopharm GmbH,C02CA04,MRP,RMS,30-09-2002,Nej,,
28103308801,Cardosin Retard,,depottabletter,4 mg,DOXAZOSINMESILAT,Actavis A/S,C02CA04,MRP,RMS,30-09-2002,Ja,,
28103004898,Carduran Retard,,depottabletter,4 mg,DOXAZOSINMESILAT,Pfizer ApS,C02CA04,National,DKMA,12-11-1998,Ja,,
28103004998,Carduran Retard,,depottabletter,8 mg,DOXAZOSINMESILAT,Pfizer ApS,C02CA04,National,DKMA,12-11-1998,Nej,,
28103593003,Carepen Vet.,,intramammær suspension,600 mg,"Benzylpenicillin, procain",Vetcare Ltd.,QJ51CE09,MRP,CMS,20-04-2004,Ja,,
28105105312,Carfelican,,"injektionsvæske, opløsning",50 mg/ml,Carprofen,Le Vet Beheer B.V.,QM01AE91,Decentral procedure,CMS,04-09-2014,Nej,,
28103528603,Caridol,,tabletter,"12,5 mg",CARVEDILOL,KRKA d.d. Novo mesto,C07AG02,MRP,RMS,24-06-2003,Nej,,
28103528703,Caridol,,tabletter,25 mg,CARVEDILOL,KRKA d.d. Novo mesto,C07AG02,MRP,RMS,24-06-2003,Nej,,
28103528403,Caridol,,tabletter,"3,125 mg",CARVEDILOL,KRKA d.d. Novo mesto,C07AG02,MRP,RMS,24-06-2003,Nej,,
28103528503,Caridol,,tabletter,"6,25 mg",CARVEDILOL,KRKA d.d. Novo mesto,C07AG02,MRP,RMS,24-06-2003,Nej,,
28104028506,Carprodyl F,,tabletter,100 mg,Carprofen,Ceva Animal Health A/S,QM01AE91,Decentral procedure,CMS,14-04-2008,Ja,,
28104028306,Carprodyl F,,tabletter,20 mg,Carprofen,Ceva Animal Health A/S,QM01AE91,Decentral procedure,CMS,14-04-2008,Ja,,
28104028406,Carprodyl F,,tabletter,50 mg,Carprofen,Ceva Animal Health A/S,QM01AE91,Decentral procedure,CMS,14-04-2008,Ja,,
28104370908,Carprogesic,,"injektionsvæske, opløsning",50 mg/ml,Carprofen,Norbrook Laboratories Ltd.,QM01AE91,MRP,CMS,05-12-2008,Nej,,
28105033012,Carprosan Vet.,,"injektionsvæske, opløsning",50 mg/ml,Carprofen,Le Vet Beheer B.V.,QM01AE91,Decentral procedure,CMS,24-09-2013,Ja,,
28105105412,Carprosol,,"injektionsvæske, opløsning",50 mg/ml,Carprofen,CP-Pharma Handelsgesellschaft,QM01AE91,Decentral procedure,CMS,10-09-2014,Nej,,
28103391902,Carsipril,,tabletter,"10+12,5 mg","HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",TEVA Pharma B.V.,C09BA03,MRP,RMS,04-04-2003,Nej,,
28103392102,Carsipril,,tabletter,"20+12,5 mg","HYDROCHLORTHIAZID, LISINOPRILDIHYDRAT",TEVA Pharma B.V.,C09BA03,MRP,RMS,04-04-2003,Nej,,
28101958897,Cartrophen Vet.,,"injektionsvæske, suspension",100 mg/ml,Pentosanpolysulfatnatrium,Arthropharm (Europe) Limited,QM01AX90,National,DKMA,23-05-2000,Ja,,
28104255907,"Carvedilol ""Amneal""",,filmovertrukne tabletter,"12,5 mg",CARVEDILOL,Amneal Pharma Europe Limited,C07AG02,Decentral procedure,CMS,05-05-2010,Nej,,
28104256007,"Carvedilol ""Amneal""",,filmovertrukne tabletter,25 mg,CARVEDILOL,Amneal Pharma Europe Limited,C07AG02,Decentral procedure,CMS,05-05-2010,Nej,,
28104255707,"Carvedilol ""Amneal""",,filmovertrukne tabletter,"3,125 mg",CARVEDILOL,Amneal Pharma Europe Limited,C07AG02,Decentral procedure,CMS,05-05-2010,Nej,,
28104255807,"Carvedilol ""Amneal""",,filmovertrukne tabletter,"6,25 mg",CARVEDILOL,Amneal Pharma Europe Limited,C07AG02,Decentral procedure,CMS,05-05-2010,Nej,,
28105005411,"Carvedilol ""Aurobindo""",,filmovertrukne tabletter,"12,5 mg",CARVEDILOL,Aurobindo Pharma (Malta) Limited,C07AG02,MRP,CMS,18-06-2012,Ja,,
28105005511,"Carvedilol ""Aurobindo""",,filmovertrukne tabletter,25 mg,CARVEDILOL,Aurobindo Pharma (Malta) Limited,C07AG02,MRP,CMS,18-06-2012,Ja,,
28105005311,"Carvedilol ""Aurobindo""",,filmovertrukne tabletter,"6,25 mg",CARVEDILOL,Aurobindo Pharma (Malta) Limited,C07AG02,MRP,CMS,18-06-2012,Ja,,
28103451802,"Carvedilol ""HEXAL""",,tabletter,"12,5 mg",CARVEDILOL,Hexal A/S,C07AG02,MRP,CMS,03-04-2003,Ja,,
28103451902,"Carvedilol ""HEXAL""",,tabletter,25 mg,CARVEDILOL,Hexal A/S,C07AG02,MRP,CMS,03-04-2003,Ja,,
28103451702,"Carvedilol ""HEXAL""",,tabletter,"6,25 mg",CARVEDILOL,Hexal A/S,C07AG02,MRP,CMS,03-04-2003,Ja,,
28103293401,"Carvedilol ""KRKA""",,tabletter,"12,5 mg",CARVEDILOL,Krka Sverige AB,C07AG02,MRP,RMS,23-01-2003,Ja,,
28103293501,"Carvedilol ""KRKA""",,tabletter,25 mg,CARVEDILOL,Krka Sverige AB,C07AG02,MRP,RMS,23-01-2003,Ja,,
28103293201,"Carvedilol ""KRKA""",,tabletter,"3,125 mg",CARVEDILOL,Krka Sverige AB,C07AG02,MRP,RMS,23-01-2003,Ja,,
28103293301,"Carvedilol ""KRKA""",,tabletter,"6,25 mg",CARVEDILOL,Krka Sverige AB,C07AG02,MRP,RMS,23-01-2003,Ja,,
28103577703,"Carvedilol ""PCD""",,tabletter,"12,5 mg",CARVEDILOL,PharmaCoDane ApS,C07AG02,MRP,CMS,29-03-2004,Ja,,
28103577803,"Carvedilol ""PCD""",,tabletter,25 mg,CARVEDILOL,PharmaCoDane ApS,C07AG02,MRP,CMS,29-03-2004,Ja,,
28103577503,"Carvedilol ""PCD""",,tabletter,"3,125 mg",CARVEDILOL,PharmaCoDane ApS,C07AG02,MRP,CMS,29-03-2004,Ja,,
28103577603,"Carvedilol ""PCD""",,tabletter,"6,25 mg",CARVEDILOL,PharmaCoDane ApS,C07AG02,MRP,CMS,29-03-2004,Ja,,
28103293901,"Carvedilol ""Sandoz""",,tabletter,25 mg,CARVEDILOL,Sandoz GmbH,C07AG02,MRP,RMS,23-01-2003,Nej,,
28103293701,"Carvedilol ""Sandoz""",,tabletter,"6,25 mg",CARVEDILOL,Sandoz GmbH,C07AG02,MRP,RMS,23-01-2003,Nej,,
28103742004,"Carvedilol ""Teva""",,tabletter,"12,5 mg",CARVEDILOL,Teva Denmark A/S,C07AG02,MRP,CMS,07-06-2005,Ja,,
28103742104,"Carvedilol ""Teva""",,tabletter,25 mg,CARVEDILOL,Teva Denmark A/S,C07AG02,MRP,CMS,07-06-2005,Ja,,
28103741804,"Carvedilol ""Teva""",,tabletter,"3,125 mg",CARVEDILOL,Teva Denmark A/S,C07AG02,MRP,CMS,07-06-2005,Ja,,
28103741904,"Carvedilol ""Teva""",,tabletter,"6,25 mg",CARVEDILOL,Teva Denmark A/S,C07AG02,MRP,CMS,07-06-2005,Ja,,
28105215213,Casenlax,,"pulver til oral opløsning, breve",10 g,MACROGOL 4000,"Casen Recordati, S.L.",A06AD15,MRP,CMS,18-06-2013,Nej,,
28105312313,Casenlax,,"pulver til oral opløsning, breve",4 g,MACROGOL 4000,"Casen Recordati, S.L.",A06AD15,MRP,CMS,19-02-2014,Nej,,
28103152500,Casodex,,filmovertrukne tabletter,150 mg,BICALUTAMID,AstraZeneca A/S,L02BB03,National,DKMA,05-04-2001,Ja,,
28105600215,"Caspofungin ""Accord""",,"pulver til koncentrat til infusionsvæske, opløsning",50 mg,CASPOFUNGINACETAT,Accord Healthcare Limited,J02AX04,Central,MOD,11-02-2016,Nej,,
28105600315,"Caspofungin ""Accord""",,"pulver til koncentrat til infusionsvæske, opløsning",70 mg,CASPOFUNGINACETAT,Accord Healthcare Limited,J02AX04,Central,MOD,11-02-2016,Nej,,
28100615872,Catapresan,,overtrukne tabletter,25 mikrogram,CLONIDINHYDROCHLORID,Boehringer Ingelheim Int. GmbH,N02CX02,National,DKMA,06-03-1973,Nej,,
28104977211,Catapresan,,overtrukne tabletter,25 mikrogram,CLONIDINHYDROCHLORID,Orifarm A/S,N02CX02,Par-Imp,DKMA,06-01-2012,Nej,,
28103222001,Caverject Dual,,"pulver og solvens til injektionsvæske, opløsning",10 mikrogram,ALPROSTADIL,Pfizer ApS,G04BE01,MRP,CMS,16-08-2001,Ja,,
28104857111,Caverject Dual,,"pulver og solvens til injektionsvæske, opløsning",10 mikrogram,ALPROSTADIL,Orifarm A/S,G04BE01,Par-Imp,DKMA,11-05-2011,Ja,,
28104857211,Caverject Dual,,"pulver og solvens til injektionsvæske, opløsning",20 mikrog,ALPROSTADIL,Orifarm A/S,G04BE01,Par-Imp,DKMA,26-08-2011,Ja,,
28103222101,Caverject Dual,,"pulver og solvens til injektionsvæske, opløsning",20 mikrogram,ALPROSTADIL,Pfizer ApS,G04BE01,MRP,CMS,16-08-2001,Ja,,
28104466709,Caverject Dual,,"pulver og solvens til injektionsvæske, opløsning",20 mikrogram,ALPROSTADIL,EuroPharma.DK ApS,G04BE01,Par-Imp,DKMA,10-03-2009,Ja,,
28105015012,Caverject Dual Chamber,,"pulver og solvens til injektionsvæske, opløsning",10 mikrogram,ALPROSTADIL,Orifarm A/S,G04BE01,Par-Imp,DKMA,06-03-2012,Nej,,
28104857011,Caverject Dual Chamber,,"pulver og solvens til injektionsvæske, opløsning",20 mikrogram,ALPROSTADIL,Orifarm A/S,G04BE01,Par-Imp,DKMA,04-11-2011,Nej,,
28104322508,Cayston,,pulver og solvens til opløsning til nebulisator,75 mg,AZTREONAMLYSIN,Gilead Sciences International,J01DF01,Central,MOD,21-09-2009,Ja,,
28103010998,Cefa-Cure Vet.,,tabletter,1000 mg,Cefadroxilmonohydrat,Intervet International B.V.,QJ01DB05,National,DKMA,22-07-2002,Ja,,
28101318587,Cefa-Cure Vet.,,tabletter,50 mg,Cefadroxilmonohydrat,Intervet International B.V.,QJ01DB05,National,DKMA,27-10-1988,Ja,,
28101318687,Cefa-cure Vet.,,tabletter,200 mg,Cefadroxilmonohydrat,Intervet International B.V.,QJ01DB05,National,DKMA,27-10-1988,Ja,,
28101933497,Cefagold Vet.,,intramammær suspension,300 mg,Benzathincefapirin,Intervet International B.V.,QJ51DB08,National,DKMA,08-01-1999,Ja,,
28105479414,"Cefalexin ""Vetoquinol""",,tabletter,300 mg,CEFALEXINMONOHYDRAT,Vetoquinol Scandinavia AB,QJ01DB01,Decentral procedure,CMS,10-12-2015,Nej,,
28105479514,"Cefalexin ""Vetoquinol""",,tabletter,750 mg,CEFALEXINMONOHYDRAT,Vetoquinol Scandinavia AB,QJ01DB01,Decentral procedure,CMS,10-12-2015,Nej,,
28105479314,"Cefalexin ""Vetoquinol""",,tabletter,75 mg,CEFALEXINMONOHYDRAT,Vetoquinol Scandinavia AB,QJ01DB01,Decentral procedure,CMS,10-12-2015,Nej,,
